Category,Description,Nutrient Data Bank Number,Data.Household Weights(Gram),Data.Household Weight Description
SAUCE,"SAUCE,PEPPERS,HOT,CHILI,MATURE RED,CND",6961,245,1 cup
SAUCE,"SAUCE,CHILI,PEPPERS,HOT,IMMAT GRN,CND",6962,245,1 cup
SAUCE,"SAUCE,HOMEMADE,WHITE,THIN",6165,250,1 cup
SAUCE,"SAUCE,HOMEMADE,WHITE,MED",6166,250,1 cup
SAUCE,"SAUCE,HOMEMADE,WHITE,THICK",6167,250,1 cup
SAUCE,"APPLESAUCE,CND,SWTND,W/SALT",9402,255,1 cup
SAUCE,"SAUCE,SALSA,RTS",6164,259,1 cup
SAUCE,"SAUCE,MOLE POBLANO,DRY MIX,SINGLE BRAND",6137,264.81,"1 cup, sauce"
SAUCE,"SAUCE,TOMATO CHILI SAU,BTLD,W/SALT",6972,273,1 cup
SAUCE,"SAUCE,TOMATO CHILI SAU,BTLD,NO SALT,LO NA",6973,273,1 cup
SAUCE,"SAUCE,WORCESTERSHIRE",6971,275,1 cup
SAUCE,"SAUCE,TERIYAKI,RTS",6112,288,1 cup
SAUCE,"SAUCE,PLUM,READY-TO-SERVE",6151,305,1 cup
SAUERKRAUT,"SAUERKRAUT,CND,SOL&LIQUIDS",11439,142,1 cup
SAUSAGE,"SAUSAGE,VIENNA,CND,CHICK,BF,PORK",7083,16,"1 sausage,  (7/8"" dia x 2"" long)"
SAUSAGE,"HONEY ROLL SAUSAGE,BEEF",7088,23,"1 slice,  (4"" dia x 1/8"" thick)"
SAUSAGE,"LUNCHEON SAUSAGE,PORK&BF",7090,23,"1 slice,  (4"" dia x 1/8"" thick)"
SAUSAGE,"NEW ENGLAND BRAND SAUSAGE,PORK,BF",7091,23,"1 slice,  (4"" dia x 1/8"" thick)"
SAUSAGE,"SAUSAGE,MEATLESS",16107,25,1 link
SAUSAGE,"SMOKED LINK SAUSAGE,PORK",7074,68,"1 link,  (4"" long x 1-1/8"" dia)"
SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",7076,68,"1 link,  (4"" long x 1-1/8"" dia)"
SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",7077,68,"1 link,  (4"" long x 1-1/8"" dia)"
SAUSAGE,"SAUSAGE,ITALIAN,PORK,CKD",7089,83,"1 link,  4/lb"
SAUSAGE,"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",7066,128,1 cup
SAUSAGE,"SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",7075,453.6,16 oz
SCALLOP,"SCALLOP,MIXED SPECIES,RAW",15172,30,"1 unit,  2 large or 5 small"
SCALLOP,"SCALLOP,MXD SP,CKD,BREADED&FRIED",15173,31,2 large
SCALLOP,"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",15174,85,3 oz
SCUP,"SCUP,COOKED,DRY HEAT",15213,50,1 fillet
SCUP,"SCUP,RAW",15090,166,1 cup
SEA BASS,"SEA BASS,MXD SP,CKD,DRY HEAT",15092,101,1 fillet
SEA BASS,"SEA BASS,MXD SP,RAW",15091,129,1 fillet
SEATROUT,"SEATROUT,MXD SP,CKD,DRY HEAT",15214,186,1 fillet
SEATROUT,"SEATROUT,MXD SP,RAW",15093,238,1 fillet
SEAWEED,"SEAWEED,AGAR,RAW",11442,10,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,IRISHMOSS,RAW",11444,10,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,KELP,RAW",11445,10,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,WAKAME,RAW",11669,10,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,LAVER,RAW",11446,26,10 sheets
SEAWEED,"SEAWEED,SPIRULINA,DRIED",11667,112,1 cup
SEEDS,CORIANDER SEED,2013,5,1 tbsp
SEEDS,FENNEL SEED,2018,5.8,"1 tbsp, whole"
SEEDS,CUMIN SEED,2014,6,"1 tbsp, whole"
SEEDS,CELERY SEED,2007,6.5,1 tbsp
SEEDS,DILL SEED,2016,6.6,1 tbsp
SEEDS,ANISE SEED,2002,6.7,"1 tbsp, whole"
SEEDS,CARAWAY SEED,2005,6.7,1 tbsp
SEEDS,POPPY SEED,2033,8.8,1 tbsp
SEEDS,FENUGREEK SEED,2019,11.1,1 tbsp
SEEDS,"MUSTARD SEED,YELLOW",2024,11.2,1 tbsp
SEEDS,"CHIA SEEDS,DRIED",12006,28.35,1 oz
SEEDS,"SESAME SEEDS,WHL,RSTD&TSTD",12024,28.35,1 oz
SEEDS,"LOTUS SEEDS,DRIED",12013,32,1 cup
SEEDS,"ALFALFA SEEDS,SPROUTED,RAW",11001,33,1 cup
SEEDS,"SUNFLOWER SD KRNLS,DRIED",12036,46,"1 cup, with hulls edible yield"
SEEDS,"PUMPKIN&SQUASH SD KRNLS,DRIED",12014,138,1 cup
SEEDS,"SESAME SEEDS,WHOLE,DRIED",12023,144,1 cup
SEEDS,"SEEDS, FLAXSEED",12220,167.71,"1 cup, whole"
SEMOLINA,"SEMOLINA,ENRICHED",20065,102,1 cup
SEMOLINA,"SEMOLINA,UNENRICHED",20453,205,1 cup
SESAME BUTTER,"SESAME BUTTER,TAHINI,FROM UNROASTED KRNLS",12171,14,1 tbsp
SESAME BUTTER,"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",12166,15,1 tbsp
SESAME BUTTER,"SESAME BUTTER,TAHINI,FROM RAW&STONE GROUND KRNLS",12198,15,1 tbsp
SESAME BUTTER,"SESAME BUTTER,TAHINI,KRNLS UNSPEC",12698,15,1 tbsp
SESAME BUTTER,"SESAME BUTTER,PASTE",12169,16,1 tbsp
SESAME FLOUR,"SESAME FLOUR,HIGH-FAT",12170,28.35,1 oz
SESAME SD KRNLS,"SESAME SD KRNLS,DRIED (DECORT)",12201,150,1 cup
SESAME STKS,"SESAME STKS,WHEAT-BASED,SALTED",19416,9,1 cake
SESAME STKS,"SESAME STKS,WHEAT-BASED,UNSALTED",19819,9,1 cake
SESBANIA FLOWER,"SESBANIA FLOWER,RAW",11447,3,1 flower
SESBANIA FLOWER,"SESBANIA FLOWER,CKD,STMD,WO/SALT",11448,104,1 cup
SHAD,"SHAD,AMERICAN,CKD,DRY HEAT",15215,144,1 fillet
SHAD,"SHAD,AMERICAN,RAW",15094,184,1 fillet
SHAKE,"SHAKE,FAST FOOD,CHOCOLATE",14346,23.52,1 fl oz
SHAKE,"SHAKE,FAST FD,STRAWBERRY",14428,23.52,1 fl oz
SHAKE,"SHAKE,FAST FOOD,VANILLA",14347,166,"1 cup,  (8 fl oz)"
SHALLOTS,"SHALLOTS,FREEZE-DRIED",11640,0.9,1 tbsp
SHALLOTS,"SHALLOTS,RAW",11677,10,"1 tbsp, chopped"
SHARK,"SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED",15096,85,3 oz
SHEEPSHEAD,"SHEEPSHEAD,CKD,DRY HEAT",15098,186,1 fillet
SHEEPSHEAD,"SHEEPSHEAD,RAW",15097,238,1 fillet
SHERBET,"SHERBET,ORANGE",19096,88,"1 serving,  1/2 cup"
SHRIMP,"SHRIMP,MIXED SPECIES,RAW",15149,6,1 medium
SHRIMP,"SHRIMP,MXD SP,CKD,BREADED&FRIED",15150,85,3 oz
SHRIMP,"SHRIMP,MXD SP,CKD,MOIST HEAT",15151,85,3 oz
SHRIMP,"SHRIMP,MXD SP,IMITN,MADE FROM SURIMI",15153,85,3 oz
SHRIMP,"SHRIMP,MXD SP,CND",15152,128,1 cup
SIDE DISHES,"SIDE DISHES,POTATO SALAD",21139,80,.333 cup
SISYMBRIUM SP. SEEDS,"SISYMBRIUM SP. SEEDS,WHL,DRIED",12193,74,1 cup
SMELT,"SMELT,RAINBOW,RAW",15099,85,3 oz
SMELT,"SMELT,RAINBOW,CKD,DRY HEAT",15100,85,3 oz
SNACKS,"SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR",19800,9,1 cake
SNACKS,"SNACKS,BF STKS,SMOKED",19406,28.35,"1 bar,  (1 oz)"
SNACKS,"SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT",19434,28.35,1 oz
SNACKS,"SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR",19802,28.35,1 oz
SNACKS,"SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED",19813,28.35,1 oz
SNACKS,"SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR",19856,33.33,"1 serving,  1.2 fl oz pop"
SNAPPER,"SNAPPER,MXD SP,CKD,DRY HEAT",15102,170,1 fillet
SNAPPER,"SNAPPER,MIXED SPECIES,RAW",15101,218,1 fillet
SOUP,"SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY",6981,2.6,1 tsp
SOUP,"SOUP,BF BROTH OR BOUILLON,PDR,DRY",6075,3.6,1 cube
SOUP,"SOUP,BEEF BROTH,CUBED,DRY",6076,3.6,1 cube
SOUP,"SOUP,CHICK BROTH OR BOUILLON,DRY",6080,4,1 cube
SOUP,"SOUP,CHICK BROTH CUBES,DRY",6081,4.8,1 cube
SOUP,"SOUP,BF NOODLE,DRY,MIX",6077,9.2,1 packet
SOUP,"SOUP,RAMEN NOODLE,BF FLAVOR,DRY",6982,43,1 serving
SOUP,"SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY",6983,43,1 serving
SOUP,"SOUP,CHICK NOODLE,DRY,MIX",6128,74.4,1 packet
SOUP,"SOUP,CHICK W/ RICE,CND,COND",6023,119.07,.5 cup
SOUP,"SOUP,CHICK VEG,CND,COND",6025,121.34,.5 cup
SOUP,"SOUP,CRM OF MUSHROOM,CND,COND",6043,121.34,.5 cup
SOUP,"SOUP,TOMATO,CND,COND",6159,121.34,.5 cup
SOUP,"SOUP,CHICK W/ DUMPLINGS,CND,COND",6012,123,".5 cup,  (4 fl oz)"
SOUP,"SOUP,MINESTRONE,CND,COND",6040,123,".5 cup,  (4 fl oz)"
SOUP,"SOUP,ONION,CND,COND",6045,123,".5 cup,  (4 fl oz)"
SOUP,"SOUP,OYSTER STEW,CND,COND",6048,123,".5 cup,  (4 fl oz)"
SOUP,"SOUP,PEPPERPOT,CND,COND",6052,123,".5 cup,  (4 fl oz)"
SOUP,"SOUP,SCOTCH BROTH,CND,COND",6055,123,".5 cup,  (4 fl oz)"
SOUP,"SOUP,TURKEY VEG,CND,COND",6066,123,".5 cup,  (4 fl oz)"
SOUP,"SOUP,VEGETARIAN VEG,CND,COND",6068,123,.5 cup
SOUP,"SOUP,VEG W/ BF BROTH,CND,COND",6072,123,.5 cup
SOUP,"SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND",6032,124,.5 cup
SOUP,"SOUP,BF NOODLE,CND,COND",6009,125,.5 cup
SOUP,"SOUP,CRM OF ASPARAGUS,CND,COND",6001,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CRM OF CELERY,CND,COND",6010,125.5,.5 cup
SOUP,"SOUP,CHICK BROTH,CND,COND",6013,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CRM OF CHICK,CND,COND",6016,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CHICK GUMBO,CND,COND",6017,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CLAM CHOWDER,MANHATTAN,CND,COND",6028,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,MUSHROOM BARLEY,CND,COND",6042,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,MUSHROOM W/ BF STOCK,CND,COND",6044,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CRM OF ONION,CND,COND",6046,125.5,.5 cup
SOUP,"SOUP,CRM OF POTATO,CND,COND",6053,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CRM OF SHRIMP,CND,COND",6056,125.5,".5 cup,  (8 fl oz)"
SOUP,"SOUP,TURKEY NOODLE,CND,COND",6065,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,VEG BF,CND,COND",6071,125.5,.5 cup
SOUP,"SOUP,BF MUSHROOM,CND,COND",6147,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CHICK MUSHROOM,CND,COND",6149,125.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,CHICK NOODLE,CND,COND",6019,126,.5 cup
SOUP,"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND",6030,126,.5 cup
SOUP,"SOUP,PEA,GRN,CND,COND",6049,127.6,.5 cup
SOUP,"SOUP,CHS,CND,COND",6011,128.5,.5 cup
SOUP,"SOUP,TOMATO RICE,CND,COND",6063,128.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,TOMATO BISQUE,CND,COND",6158,128.5,".5 cup,  (4 fl oz)"
SOUP,"SOUP,PEA,SPLIT W/ HAM,CND,COND",6051,135,".5 cup,  (4 fl oz)"
SOUP,"SOUP,SHARK FIN,REST-PREP",6180,216,1 cup
SOUP,"SOUP,ONION,DRY,MIX,PREP W/ H2O",6494,229.8,"1 serving, 1 cup"
SOUP,"SOUP,STOCK,FISH,HOME-PREPARED",6174,233,1 cup
SOUP,"SOUP,TURKEY,CHUNKY,CND,RTS",6064,236,"1 cup,  (8 fl oz)"
SOUP,"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",6475,239.56,"1 serving, 1 cup"
SOUP,"SOUP,BF BROTH,CUBED,PREP W/H2O",6476,239.56,"1 serving, 1 cup"
SOUP,"SOUP,BF BROTH OR BOUILLON CND,RTS",6008,240,1 cup
SOUP,"SOUP,CHICK RICE,CND,CHUNKY,RTS",6022,240,1 cup
SOUP,"SOUP,CHICK VEG,CHUNKY,CND,RTS",6024,240,"1 cup,  (8 fl oz)"
SOUP,"SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS",6027,240,"1 cup,  (8 fl oz)"
SOUP,"SOUP,MINESTRONE,CND,CHUNKY,RTS",6039,240,1 cup
SOUP,"SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS",6050,240,1 cup
SOUP,"SOUP,STOCK,BEEF,HOME-PREPARED",6170,240,1 cup
SOUP,"SOUP,STOCK,CHICK,HOME-PREPARED",6172,240,1 cup
SOUP,"SOUP,CHICK BROTH,CND,LESS/REDUCED NA",6183,240,1 cup
SOUP,"SOUP,CHICK RICE,DRY,MIX,PREP W/ H2O",6485,240,"1 cup, 8 fl oz"
SOUP,"SOUP,CHICK BROTH,LO NA,CND",6970,240,1 cup
SOUP,"SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS",6980,240,1 cup
SOUP,"SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O",6480,240.56,"1 cup, 8 fl oz"
SOUP,"SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O",6466,241,"1 cup,  (8 fl oz)"
SOUP,"SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O",6468,241,1 cup
SOUP,"SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O",6472,241,"1 cup,  (8 fl oz)"
SOUP,"SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA",6974,241,1 cup
SOUP,"SOUP,BEAN W/ HAM,CND,CHUNKY,RTS",6007,243,"1 cup,  (8 fl oz)"
SOUP,"SOUP,CHICK BROTH CUBES,DRY,PREP W/ H2O",6481,243,"1 cup,  (8 fl oz)"
SOUP,"SOUP,ONION,CND,PREP W/ EQ VOLUME H2O",6445,243.39,"1 serving, 1 cup"
SOUP,"SOUP,CRAB,CND,RTS",6034,244,"1 cup,  (8 fl oz)"
SOUP,"SOUP,GAZPACHO,CND,RTS",6036,244,"1 cup,  (8 fl oz)"
SOUP,"SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O",6442,244,"1 cup,  (8 fl oz)"
SOUP,"SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O",6444,244,"1 cup,  (8 fl oz)"
SOUP,"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O",6446,244,"1 cup,  (8 fl oz)"
SOUP,"SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O",6465,244,1 cup
SOUP,"SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O",6471,244,"1 cup,  (8 fl oz)"
SOUP,"SOUP,OXTAIL,DRY,MIX,PREP W/ H2O",6495,244,1 cup
SOUP,"SOUP,CRM OF MUSHROOM,LO NA,RTS,CND",6968,244,1 cup
SOUP,"SOUP,CHICK,CND,CHUNKY,RTS",6015,245,1 cup
SOUP,"SOUP,CHUNKY CHICK NOODLE,CND,RTS",6018,245,1 cup
SOUP,"SOUP,CHUNKY VEG,CND,RTS",6067,245,1 cup
SOUP,"SOUP,CHUNKY BF,CND,RTS",6070,245,1 cup
SOUP,"SOUP,TOMATO VEG,DRY,MIX,PREP W/ H2O",6499,245,"1 cup, 8 fl oz"
SOUP,"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",6443,247.9,"1 serving, 1 cup"
SOUP,"SOUP,TOMATO,LO NA,W/H2O",6964,247.9,"1 serving, 1 cup"
SOUP,"SOUP,CHICK NOODLE,LO NA,CND,PREP W/ EQ VOLUME H2O",6966,247.9,"1 serving, 1 cup"
SOUP,"SOUP,ESCAROLE,CND,RTS",6035,248,"1 cup,  (8 fl oz)"
SOUP,"SOUP,LENTIL W/HAM,CND,RTS",6037,248,"1 cup,  (8 fl oz)"
SOUP,"SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK",6216,248,"1 cup,  (8 fl oz)"
SOUP,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK",6253,248,"1 cup,  (8 fl oz)"
SOUP,"SOUP,CONSOMME W/ GELATIN,DRY,MIX,PREP W/ H2O",6489,249,"1 cup, 8 fl oz"
SOUP,"SOUP,CRM OF MUSHROOM,CND,COND,RED NA",6182,251,1 cup
SOUP,"SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE",6978,251,1 cup
SOUP,"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",6192,253,1 cup
SOUP,"SOUP,MUSHROOM,DRY,MIX,PREP W/ H2O",6493,253,1 cup
SOUP,"SOUP,VEG BF,DRY,MIX,PREP W/ H2O",6500,253,"1 cup, 8 fl oz"
SOUP,"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",6967,253,1 cup
SOUP,"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",6256,253.15,"1 cup,  (8 fl oz)"
SOUP,"SOUP,BLACK BEAN,CND,COND",6002,257,"1 cup,  (8 fl oz)"
SOUP,"SOUP,PEA,GRN,CND,COND,PREP W/ EQ VOLUME H2O",6069,259.48,1 serving
SOUP,"SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O",6965,259.48,1 cup
SOUP,"SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O",6483,261.1,"1 cup, 8 fl oz"
SOUP,"SOUP,BEAN W/ FRANKFURTERS,CND,COND",6006,263,"1 cup,  (8 fl oz)"
SOUP,"SOUP,CHILI BF,CND,COND",6026,263,"1 cup,  (8 fl oz)"
SOUP,"SOUP,BEAN W/ BACON,DRY,MIX,PREP W/ H2O",6474,264.9,"1 cup,  (8 fl oz)"
SOUP,"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",6498,265,"1 cup, 8 fl oz"
SOUP,"SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND",6742,292,"1 package,  yields"
SOUP,"SOUP,CHICK W/STAR-SHAPED PASTA,CND,COND,SINGLE BRAND",6734,298,"1 package,  yields"
SOUP,"SOUP,VEG BF,CND,COND,SINGLE BRAND",6739,298,"1 package,  yields"
SOUP,"SOUP,TOMATO,CND,COND,RED NA",6956,303.35,"1 can, 10.7 oz"
SOUP,"SOUP,CRM OF CHICK,CND,COND,SINGLE BRAND",6736,305,"1 package,  yields"
SOUP,"SOUP,BF W/VEG&BARLEY,CND,COND,SINGLE BRAND",6733,312,"1 package,  yields"
SOUP,"SOUP,BEAN W/BACON,COND,SINGLE BRAND",6731,326,"1 package,  yields"
SOUP,"SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND",6738,326,"1 package,  yields"
SOUP,"SOUP,BEAN W/ PORK,CND,COND",6004,326.03,"1 can, 11.5 oz"
SOUP,"SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",6740,454,"1 package,  yields"
SOUP,"SOUP,CHICK CORN CHOWDER,CHUNKY,RTS,SINGLE BRAND",6725,539,"1 package,  yields"
SOUP,"SOUP,CHICK MUSHROOM CHOWDER,CHUNKY,RTS,SINGLE BRAND",6726,539,"1 package,  yields"
SOUP,"SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND",6728,539,"1 package,  yields"
SOUP,"SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND",6729,539,"1 package,  yields"
SOUP,"SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",6730,539,"1 package,  yields"
SOUP,"SOUP,CHUNKY BF W/ COUNTRY VEG,RTS",6749,539,"1 package,  yields"
SOURSOP,"SOURSOP,RAW",9315,225,"1 cup,  pulp"
SOY FLOUR,"SOY FLOUR,FULL-FAT,RAW",16115,84,"1 cup,  stirred"
SOY FLOUR,"SOY FLR,FULL-FAT,RSTD",16116,85,"1 cup,  stirred"
SOY FLOUR,"SOY FLOUR,LOW-FAT",16118,88,"1 cup,  stirred"
SOY FLOUR,"SOY FLOUR,DEFATTED",16117,105.47,1 cup
SOY FLR,"SOY FLR,FULL-FAT,RAW,CRUDE PROT BASIS (N X 6.25)",16415,85,"1 cup,  stirred"
SOY FLR,"SOY FLR,FULL-FAT,RSTD,CRUDE PROT BASIS (N X 6.25)",16416,85,"1 cup,  stirred"
SOY FLR,"SOY FLR,DEFATTED,CRUDE PROT BASIS (N X 6.25)",16417,100,"1 cup,  stirred"
SOY FLR,"SOYBEANS,MATURE SEEDS,RSTED,NO SALT ADDED",16410,172,1 cup
SOY MEAL,"SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)",16418,88,"1 cup,  stirred"
SOY MEAL,"SOY MEAL,DEFATTED,RAW",16119,122,1 cup
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",16121,28.35,1 oz
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ACID WASH",16420,28.35,1 oz
SOY PROT CONC,"SOY MEAL,DEFATTED,RAW,CRUDE PROT BASIS (N X 6.25)",16419,122,1 cup
SOY PROT ISOLATE,"SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH",16421,28.35,1 oz
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE",16422,28.35,1 oz
SOY SAU MADE FROM SOY&WHEAT (SHOYU),"SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",16423,28.35,1 oz
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,RAW",11452,35,.5 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD",11453,94,1 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT",11923,94,1 cup
SOYBEANS,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,W/SALT",16402,168,1 cup
SOYBEANS,"SOYBEANS,MATURE CKD,BLD,WO/SALT",16109,172,1 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",16110,172,1 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,DRY RSTD",16111,172,1 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",16409,172,1 cup
SOYBEANS,"SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT",11451,180,1 cup
SOYBEANS,"SOYBEANS,GRN,CKD,BLD,DRND,W/SALT",11853,180,1 cup
SOYBEANS,"SOYBEANS,MATURE SEEDS,RAW",16108,186,1 cup
SOYBEANS,"SOYBEANS,GREEN,RAW",11450,256,1 cup
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",16120,243,1 cup
SPAGHETTI,"SPAGHETTI,DRY,ENRICHED",20118,44.88,1 cup
SPAGHETTI,"SPAGHETTI,CKD,ENR,WO/ SALT",20120,57,2 oz
SPAGHETTI,"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70)",20122,57,2 oz
SPAGHETTI,"SPAGHETTI,WHOLE-WHEAT,CKD",20124,57,2 oz
SPAGHETTI,"SPAGHETTI,SPINACH,COOKED",20126,57,2 oz
SPAGHETTI,"SPAGHETTI,CKD,UNENR,WO/ SALT",20420,57,2 oz
SPAGHETTI,"SPAGHETTI,CKD,ENR,W/ SALT",20320,122,1 cup
SPAGHETTI,"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)",20581,125,1 cup
SPAGHETTI,"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70)",20121,140,1 cup
SPAGHETTI,"SPAGHETTI,WHOLE-WHEAT,DRY",20123,140,1 cup
SPAGHETTI,"SPAGHETTI,SPINACH,DRY",20125,140,1 cup
SPAGHETTI,"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)",20522,158.88,1 cup
SPAGHETTI,"SPAGHETTI,DRY,UNENRICHED",20410,160,1 cup
SPAGHETTI,"SPAGHETTI,CKD,UNENR,W/ SALT",20510,160,1 cup
SPELT,"SPELT,UNCKD",20139,171.65,1 cup
SPELT,"SPELT,CKD",20140,173.53,1 cup
SPICES,"PARSLEY,DRIED",2029,0.48,1 tsp
SPICES,"SPICES,TARRAGON,DRIED",2041,0.6,"1 tsp, leaves"
SPICES,"SPICES,BASIL,DRIED",2003,0.7,"1 tsp, leaves"
SPICES,"OREGANO,DRIED",2027,1,"1 tsp, leaves"
SPICES,"SPICES,THYME,DRIED",2042,1,"1 tsp, leaves"
SPICES,"MARJORAM,DRIED",2023,1.7,1 tbsp
SPICES,"SPICES,BAY LEAF",2004,1.8,"1 tbsp, crumbled"
SPICES,"SAGE,GROUND",2038,2,1 tbsp
SPICES,SAFFRON,2037,2.1,1 tbsp
SPICES,"DILL WEED,DRIED",2017,3.1,1 tbsp
SPICES,"ROSEMARY,DRIED",2036,3.3,1 tbsp
SPICES,POULTRY SEASONING,2034,4.4,1 tbsp
SPICES,"SAVORY,GROUND",2039,4.4,1 tbsp
SPICES,"MUSTARD,PREPARED,YELLOW",2046,5,"1 tsp,  or 1 packet"
SPICES,"MACE,GROUND",2022,5.3,1 tbsp
SPICES,"PEPPER,RED OR CAYENNE",2031,5.3,1 tbsp
SPICES,"GINGER,GROUND",2021,5.4,1 tbsp
SPICES,PUMPKIN PIE SPICE,2035,5.6,1 tbsp
SPICES,"SPICES,CARDAMOM",2006,5.8,"1 tbsp, ground"
SPICES,"ALLSPICE,GROUND",2001,6,1 tbsp
SPICES,CURRY POWDER,2015,6.3,1 tbsp
SPICES,"PEPPER,BLACK",2030,6.4,1 tbsp
SPICES,"CLOVES,GROUND",2011,6.6,1 tbsp
SPICES,"TURMERIC,GROUND",2043,6.8,1 tbsp
SPICES,ONION POWDER,2026,6.9,1 tbsp
SPICES,PAPRIKA,2028,6.9,1 tbsp
SPICES,"NUTMEG,GROUND",2025,7,1 tbsp
