Category,Description,Data.Household Weights(Gram),Data.Household Weight Description
PUDDINGS,"PUDDINGS,TAPIOCA,DRY MIX,W/ NO ADDED SALT",85.0,"1 package,  (3 oz)"
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",88.0,"1 package,  (3.12 oz)"
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",88.0,"1 package,  (3.12 oz)"
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ WHL MILK",88.0,"1 package,  (3.12 oz)"
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA",88.0,"1 package,  (3.12 oz)"
PUDDINGS,"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ WHL MILK",92.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,REG,W/ ADDED OIL",92.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHL MILK",99.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ WHL MILK",99.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK",99.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",99.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ WHL MILK",99.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ WHL MILK",99.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,REG,W/ ADDED OIL",99.0,"1 package,  (3.5 oz)"
PUDDINGS,"PUDDINGS,TAPIOCA,RTE,FAT FREE",99.23,"1 serving, 3.5 oz shelf stable"
PUDDINGS,"PUDDINGS,RICE,DRY MIX,PREP W/ WHL MILK",106.0,1 package
PUDDINGS,"PUDDINGS,CHOC,RTE,FAT FREE",111.6,"1 container,  refrigerated 4 oz"
PUDDINGS,"PUDDINGS,RICE,DRY MIX,PREP W/ 2% MILK",140.0,.5 cup
PUDDINGS,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ 2% MILK",142.0,.5 cup
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ 2% MILK",142.0,.5 cup
PUDDINGS,"PUDDINGS,RICE,RTE",147.0,.5 cup
PUDDINGS,"PUDDINGS,COCNT CRM,DRY MIX,REG",147.0,.5 cup
PUDDINGS,"PUDDINGS,LEMON,DRY MIX,REG",147.0,.5 cup
PUDDINGS,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ 2% MILK",168.0,"1 cup, chips"
PUDDINGS,"PUDDINGS,CHOC,RTE",202.0,.5 cup
PUFF PASTRY,"PUFF PASTRY,FRZ,RTB,BKD",28.35,1 oz
PUMMELO,"PUMMELO,RAW",190.0,"1 cup, sections"
PUMPKIN,"PUMPKIN,RAW",116.0,"1 cup,  (1"" cubes)"
PUMPKIN,"PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT",134.0,1 cup
PUMPKIN,"PUMPKIN,CKD,BLD,DRND,WO/SALT",245.0,"1 cup, mashed"
PUMPKIN,"PUMPKIN,CND,WO/SALT",245.0,1 cup
PUMPKIN,"PUMPKIN,CKD,BLD,DRND,W/SALT",245.0,"1 cup, mashed"
PUMPKIN,"PUMPKIN,CANNED,WITH SALT",245.0,1 cup
PUMPKIN FLOWERS,"PUMPKIN FLOWERS,RAW",33.0,1 cup
PUMPKIN FLOWERS,"PUMPKIN FLOWERS,CKD,BLD,DRND,WO/SALT",134.0,1 cup
PUMPKIN LEAVES,"PUMPKIN LEAVES,RAW",39.0,1 cup
PUMPKIN LEAVES,"PUMPKIN LEAVES,CKD,BLD,DRND,WO/SALT",71.0,1 cup
PUMPKIN PIE MIX,"PUMPKIN PIE MIX,CANNED",270.0,1 cup
PUMPKIN&SQUASH SEEDS,"PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",64.0,1 cup
PUMPKIN&SQUASH SEEDS,"PUMPKIN&SQUASH SEEDS,WHL,RSTD,W/SALT",64.0,1 cup
PURSLANE,"PURSLANE,RAW",43.0,1 cup
PURSLANE,"PURSLANE,CKD,BLD,DRND,WO/SALT",115.0,1 cup
PURSLANE,"PURSLANE,CKD,BLD,DRND,W/SALT",115.0,1 cup
QUAIL,"QUAIL,MEAT ONLY,RAW",92.0,1 quail
QUAIL,"QUAIL,MEAT AND SKIN,RAW",109.0,1 quail
QUAIL,"QUAIL,BREAST,MEAT ONLY,RAW",208.0,"1 unit,  (yield from 1 lb ready-to cook quail)"
QUAKER OATS,"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED",29.64,1 fluid ounce
QUINCES,"QUINCES,RAW",92.0,"1 fruit, without refuse"
QUINOA,"QUINOA,CKD",176.0,1 cup
QUINOA,"QUINOA,UNCKD",219.0,1 cup
RADICCHIO,"RADICCHIO,RAW",40.0,"1 cup, shredded"
RADISH SEEDS,"RADISH SEEDS,SPROUTED,RAW",38.0,1 cup
RADISHES,"RADISHES,WHITE ICICLE,RAW",50.0,".5 cup, slices"
RADISHES,"RADISHES,RAW",116.0,"1 cup, slices"
RADISHES,"RADISHES,ORIENTAL,DRIED",116.0,1 cup
RADISHES,"RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT",147.0,"1 cup, sliced"
RADISHES,"RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT",147.0,"1 cup, slices"
RADISHES,"RADISHES,ORIENTAL,RAW",338.0,"1 radish,  (7"" long)"
RAISINS,"RAISINS,GOLDEN SEEDLESS",165.0,"1 cup,  packed"
RAISINS,"RAISINS,SEEDLESS",165.0,"1 cup,  packed"
RAISINS,"RAISINS,SEEDED",165.0,"1 cup,  packed"
RAMBUTAN,"RAMBUTAN,CND,SYRUP PK",150.0,"1 cup,  drained"
RASPBERRIES,"RASPBERRIES,RAW",123.0,1 cup
RASPBERRIES,"RASPBERRIES,FRZ,RED,SWTND",250.0,"1 cup, unthawed"
RASPBERRIES,"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS",256.0,1 cup
REFRIED BNS,"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",237.68,1 cup
RENNIN,"RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK",9.0,1 tbsp
RENNIN,"RENNIN,VANILLA,DRY MIX,PREP W/ WHL MILK",10.8,1 tbsp
RHUBARB,"RHUBARB,RAW",122.0,"1 cup, diced"
RHUBARB,"RHUBARB,FROZEN,UNCOOKED",137.0,"1 cup, diced"
RHUBARB,"RHUBARB,FRZ,CKD,W/SUGAR",240.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",95.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT",140.0,1 cup
RICE,"RICE,BROWN,MEDIUM-GRAIN,RAW",156.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY",158.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY",158.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY",158.2,1 cup
RICE,"RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR",158.2,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",158.88,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT",160.0,1 cup
RICE,"RICE,WHITE,W/PASTA,CKD",163.0,1 cup
RICE,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR",165.0,1 cup
RICE,"RICE,BROWN,LONG-GRAIN,RAW",170.0,1 cup
RICE,"RICE,WHITE,WITH PASTA,DRY",174.0,1 cup
RICE,"RICE,BROWN,LONG-GRAIN,CKD",185.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD",185.0,1 cup
RICE,"RICE,WHITE,GLUTINOUS,CKD",185.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,WO/SALT",185.0,1 cup
RICE,"RICE,WHITE,SHORT-GRAIN,RAW",186.0,1 cup
RICE,"RICE,WHITE,GLUTINOUS,RAW",186.0,1 cup
RICE,"RICE,WHITE,SHORT-GRAIN,RAW,UNENR",186.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD",186.53,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD",186.53,1 cup
RICE,"RICE,BROWN,MEDIUM-GRAIN,CKD",190.0,1 cup
RICE,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",195.0,1 cup
RICE,"RICE,WHITE,MEDIUM-GRAIN,CKD",195.0,1 cup
RICE,"RICE,WHITE,MEDIUM-GRAIN,CKD,UNENR",195.0,1 cup
RICE,"RICE,WHITE,SHORT-GRAIN,CKD",200.0,1 cup
RICE,"RICE,WHITE,SHORT-GRAIN,CKD,UNENR",200.0,1 cup
RICE,"RICE,WHITE,STMD,CHINESE RESTAURANT",202.0,1 cup
RICE BRAN,"RICE BRAN,CRUDE",132.18,"1 cup, loosely packed"
RICE CAKES,"RICE CAKES,BROWN RICE,BUCKWHEAT",9.0,1 cake
RICE CAKES,"RICE CAKES,BROWN RICE,SESAME SD",9.0,1 cake
RICE CAKES,"RICE CAKES,BROWN RICE,MULTIGRAIN",9.0,1 cake
RICE CAKES,"RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED",9.0,1 cake
RICE CAKES,"RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED",9.0,1 cake
RICE CAKES,"RICE CAKES,BROWN RICE,SESAME SD,UNSALTED",9.0,1 cake
RICE CAKES,"RICE CAKES,BROWN RICE,PLN",28.35,1 oz
RICE CAKES,"RICE CAKES,BROWN RICE,CORN",28.35,1 oz
RICE CAKES,"RICE CAKES,BROWN RICE,RYE",28.35,1 oz
RICE CAKES,"RICE CAKES,BROWN RICE,PLN,UNSALTED",28.35,1 oz
RICE FLOUR,"RICE FLOUR,WHITE",118.0,1 cup
RICE FLOUR,"RICE FLOUR,BROWN",164.0,1 cup
RICE NOODLES,"RICE NOODLES,COOKED",56.7,2 oz
ROCKFISH,"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",149.0,1 fillet
ROCKFISH,"ROCKFISH,PACIFIC,MXD SP,RAW",191.0,1 fillet
ROE,"ROE,MIXED SPECIES,RAW",14.0,1 tbsp
ROE,"ROE,MXD SP,CKD,DRY HEAT",28.35,1 oz
ROLLS,"ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)",28.35,"1 roll,  (1 oz)"
ROLLS,"ROLLS,DINNER,EGG",28.35,1 oz
ROLLS,"ROLLS,DINNER,OAT BRAN",28.35,1 oz
ROLLS,"ROLLS,DINNER,WHEAT",28.35,"1 roll,  (1 oz)"
ROLLS,"ROLLS,FRENCH",28.35,1 oz
ROLLS,"ROLLS,HAMBURGER OR HOTDOG,PLN",28.35,1 oz
ROLLS,"ROLLS,HAMBURGER OR HOTDOG,MIXED-GRAIN",28.35,1 oz
ROLLS,"ROLLS,DINNER,PLN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",28.35,1 oz
ROLLS,"ROLLS,DINNER,RYE",43.0,"1 large,  (approx 3-1/2"" to 4"" dia)"
ROLLS,"ROLLS,DINNER,WHOLE-WHEAT",43.0,"1 roll,  (hamburger, frankfurter roll)"
ROSELLE,"ROSELLE,RAW",57.0,"1 cup,  without refuse"
ROUGHY,"ROUGHY,ORANGE,RAW",85.0,3 oz
ROUGHY,"ROUGHY,ORANGE,CKD,DRY HEAT",85.0,3 oz
ROWAL,"ROWAL,RAW",114.0,.5 cup
RUTABAGAS,"RUTABAGAS,CKD,BLD,DRND,W/SALT",120.0,".5 cup, mashed"
RUTABAGAS,"RUTABAGAS,RAW",140.0,"1 cup, cubes"
RUTABAGAS,"RUTABAGAS,CKD,BLD,DRND,WO/SALT",170.0,"1 cup, cubes"
RYE FLOUR,"RYE FLOUR,LIGHT",102.0,1 cup
RYE FLOUR,"RYE FLOUR,MEDIUM",128.0,1 cup
RYE FLOUR,"RYE FLOUR,DARK",169.0,1 cup
SABLEFISH,"SABLEFISH,SMOKED",28.35,1 oz
SABLEFISH,"SABLEFISH,COOKED,DRY HEAT",151.0,.5 fillet
SABLEFISH,"SABLEFISH,RAW",193.0,.5 fillet
SALAD DRESSING,"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS",8.0,"1 serving,  (approximately 10 sprays)"
SALAD DRESSING,"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",13.8,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT",13.8,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,FRENCH,HOME RECIPE",14.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",14.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,RANCH DRSNG,FAT-FREE",14.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",14.1,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT",14.7,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,KRAFT MAYO LT MAYO",15.0,1 tbsp
SALAD DRESSING,"SALAD DRSNG,ITALIAN DRSNG,RED FAT",15.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,MAYO,IMITN,MILK CRM",15.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",15.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",15.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,RANCH DRSNG,COMM,REG",15.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,RANCH DRSNG,RED FAT",15.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,MAYO,LT",15.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,SESAME SD DRSNG,REG",15.3,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",15.3,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,KRAFT MIRACLE WHIP LT DRSNG",16.0,1 tbsp
SALAD DRESSING,"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",16.0,1 tbsp
SALAD DRESSING,"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",16.0,1 tbsp
SALAD DRESSING,"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",16.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",16.0,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE",16.0,1 tbsp
SALAD DRESSING,"SALAD DRSNG,FRENCH DRSNG,RED FAT",16.3,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",16.3,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",16.3,1 tablespoon
SALAD DRESSING,"SALAD DRSNG,KRAFT RANCH DRSNG",29.0,2 tbsp
SALAD DRESSING,"SALAD DRSNG,KRAFT LT DONE RIGHT! RANCH DRSNG",30.0,2 tbsp
SALAD DRESSING,"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL",30.0,"2 tbsp,  (1 serving)"
SALAD DRESSING,"SALAD DRSNG,KRAFT ZESTY ITALIAN DRSNG",31.0,2 tbsp
SALAD DRESSING,"SALAD DRSNG,KRAFT LT DONE RIGHT! ITALIAN DRSNG",31.0,2 tbsp
SALAD DRESSING,"SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG",33.0,2 tbsp
SALAD DRESSING,"SALAD DRSNG,KRAFT FREE FAT FREE RANCH DRSNG",35.0,2 tbsp
SALAD DRESSING,"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",220.0,1 cup
SALAD DRESSING,"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE",231.0,1 cup
SALAD DRESSING,"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",235.0,1 cup
SALAD DRESSING,"SALAD DRSNG,MAYO TYPE,REG,W/SALT",235.0,1 cup
SALAD DRESSING,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",235.0,1 cup
SALAD DRESSING,"SALAD DRSNG,MAYO,IMITN,SOYBN",240.0,1 cup
SALAD DRESSING,"SALAD DRSNG,RUSSIAN DRSNG",245.0,1 cup
SALAD DRESSING,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",245.0,1 cup
SALAD DRESSING,"SALAD DRSNG,1000 ISLAND,COMM,REG",250.0,1 cup
SALAD DRESSING,"SALAD DRSNG,FRENCH DRSNG,COMM,REG",250.0,1 cup
SALAD DRESSING,"SALAD DRSNG,HOME RECIPE,CKD",255.0,1 cup
SALAMI,"SALAMI,CKD,BF&PORK",12.28,"1 slice, round"
SALAMI,"SALAMI,DRY OR HARD,PORK,BF",27.0,"3 slices,  1 serving"
SALAMI,"SALAMI,COOKED,TURKEY",28.0,1 serving
SALAMI,"SALAMI,DRY OR HARD,PORK",113.0,"1 package,  (4 oz)"
SALMON,"SALMON,SOCKEYE,RAW",28.35,"1 oz, boneless"
SALMON,"SALMON,CHINOOK,SMOKED,(LOX),REG",28.35,1 oz
SALMON,"SALMON,PINK,CKD,DRY HEAT",124.0,.5 fillet
SALMON,"SALMON,CHINOOK,SMOKED",136.0,"1 cup, cooked"
SALMON,"SALMON,COHO,FARMED,CKD,DRY HEAT",143.0,1 fillet
SALMON,"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",154.0,.5 fillet
SALMON,"SALMON,CHINOOK,CKD,DRY HEAT",154.0,.5 fillet
SALMON,"SALMON,CHUM,CKD,DRY HEAT",154.0,.5 fillet
SALMON,"SALMON,COHO,WILD,CKD,MOIST HEAT",155.0,.5 fillet
SALMON,"SALMON,SOCKEYE,CKD,DRY HEAT",155.0,.5 fillet
SALMON,"SALMON,PINK,RAW",159.0,.5 fillet
SALMON,"SALMON,COHO,FARMED,RAW",159.0,1 fillet
SALMON,"SALMON,ATLANTIC,FARMED,CKD,DRY HEAT",178.0,.5 fillet
SALMON,"SALMON,COHO,WILD,CKD,DRY HEAT",178.0,.5 fillet
SALMON,"SALMON,ATLANTIC,WILD,RAW",198.0,.5 fillet
SALMON,"SALMON,CHINOOK,RAW",198.0,.5 fillet
SALMON,"SALMON,CHUM,RAW",198.0,.5 fillet
SALMON,"SALMON,COHO,WILD,RAW",198.0,.5 fillet
SALMON,"SALMON,ATLANTIC,FARMED,RAW",198.0,.5 fillet
SALMON,"SALMON,CHUM,DRND SOL W/BONE",369.0,1 can
SALMON,"SALMON,SOCKEYE,CND,DRND SOL W/BONE",369.0,1 can
SALMON,"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",369.0,1 can
SALMON,"SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",369.0,1 can
SALMON,"SALMON,PINK,CND,SOL W/BONE&LIQ",453.6,1 can
SALMON,"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",454.0,1 can
SALSIFY,"SALSIFY,(VEG OYSTER),RAW",133.0,"1 cup, slices"
SALSIFY,"SALSIFY,CKD,BLD,DRND,WO/SALT",135.0,"1 cup, sliced"
SALSIFY,"SALSIFY,CKD,BLD,DRND,W/SALT",135.0,"1 cup, slices"
SALT,"SALT,TABLE",292.0,1 cup
SAPODILLA,"SAPODILLA,RAW",241.0,"1 cup,  pulp"
SAPOTES,"SAPOTES,(MARMALADE PLUM),RAW",225.0,"1 fruit, without refuse"
SARDINE,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",89.0,1 cup
SARDINE,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",149.0,"1 cup,  drained"
SAUCE,"SAUCE,RTS,PEPPER OR HOT",4.7,1 tsp
SAUCE,"SAUCE,RTS,PEPPER,TABASCO",4.7,1 tsp
SAUCE,"SAUCE,HOISIN,RTS",16.0,1 tbsp
SAUCE,"SAUCE,OYSTER,RTS",18.0,1 tbsp
SAUCE,"SAUCE,FISH,READY-TO-SERVE",18.0,1 tbsp
SAUCE,"SAUCE,BARBECUE",34.51,"1 serving, 2 tbsp"
SAUCE,"SAUCE,BARBECUE,LO NA",34.51,"1 serving, 2 tbsp"
SAUCE,"SAUCE,PIZZA,CND,RTS",63.0,.25 cup
SAUCE,"SAUCE,CHS,RTS",63.0,.25 cup
SAUCE,"SAUCE,SOFRITO,PREP FROM RECIPE",102.84,.5 cup
SAUCE,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS",128.26,"1 serving, 1/2 cup"
SAUCE,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS,LO NA",128.26,"1 serving, 1/2 cup"
SAUCE,"GUAVA SAUCE,COOKED",238.0,1 cup
SAUCE,"APPLESAUCE,CND,UNSWTND,W/ VIT C",243.79,1 cup
SAUCE,"SAUCE,PEPPERS,HOT,CHILI,MATURE RED,CND",245.0,1 cup
SAUCE,"SAUCE,CHILI,PEPPERS,HOT,IMMAT GRN,CND",245.0,1 cup
SAUCE,"SAUCE,HOMEMADE,WHITE,THIN",250.0,1 cup
SAUCE,"SAUCE,HOMEMADE,WHITE,MED",250.0,1 cup
SAUCE,"SAUCE,HOMEMADE,WHITE,THICK",250.0,1 cup
SAUCE,"APPLESAUCE,CND,SWTND,W/SALT",255.0,1 cup
SAUCE,"SAUCE,SALSA,RTS",259.0,1 cup
SAUCE,"SAUCE,MOLE POBLANO,DRY MIX,SINGLE BRAND",264.81,"1 cup, sauce"
SAUCE,"SAUCE,TOMATO CHILI SAU,BTLD,W/SALT",273.0,1 cup
SAUCE,"SAUCE,TOMATO CHILI SAU,BTLD,NO SALT,LO NA",273.0,1 cup
SAUCE,"SAUCE,WORCESTERSHIRE",275.0,1 cup
SAUCE,"SAUCE,TERIYAKI,RTS",288.0,1 cup
SAUCE,"SAUCE,PLUM,READY-TO-SERVE",305.0,1 cup
SAUERKRAUT,"SAUERKRAUT,CND,SOL&LIQUIDS",142.0,1 cup
SAUSAGE,"SAUSAGE,VIENNA,CND,CHICK,BF,PORK",16.0,"1 sausage,  (7/8"" dia x 2"" long)"
SAUSAGE,"HONEY ROLL SAUSAGE,BEEF",23.0,"1 slice,  (4"" dia x 1/8"" thick)"
SAUSAGE,"LUNCHEON SAUSAGE,PORK&BF",23.0,"1 slice,  (4"" dia x 1/8"" thick)"
SAUSAGE,"NEW ENGLAND BRAND SAUSAGE,PORK,BF",23.0,"1 slice,  (4"" dia x 1/8"" thick)"
SAUSAGE,"SAUSAGE,MEATLESS",25.0,1 link
SAUSAGE,"SMOKED LINK SAUSAGE,PORK",68.0,"1 link,  (4"" long x 1-1/8"" dia)"
SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",68.0,"1 link,  (4"" long x 1-1/8"" dia)"
SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",68.0,"1 link,  (4"" long x 1-1/8"" dia)"
SAUSAGE,"SAUSAGE,ITALIAN,PORK,CKD",83.0,"1 link,  4/lb"
SAUSAGE,"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",128.0,1 cup
SAUSAGE,"SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",453.6,16 oz
SCALLOP,"SCALLOP,MIXED SPECIES,RAW",30.0,"1 unit,  2 large or 5 small"
SCALLOP,"SCALLOP,MXD SP,CKD,BREADED&FRIED",31.0,2 large
SCALLOP,"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",85.0,3 oz
SCUP,"SCUP,COOKED,DRY HEAT",50.0,1 fillet
SCUP,"SCUP,RAW",166.0,1 cup
SEA BASS,"SEA BASS,MXD SP,CKD,DRY HEAT",101.0,1 fillet
SEA BASS,"SEA BASS,MXD SP,RAW",129.0,1 fillet
SEATROUT,"SEATROUT,MXD SP,CKD,DRY HEAT",186.0,1 fillet
SEATROUT,"SEATROUT,MXD SP,RAW",238.0,1 fillet
SEAWEED,"SEAWEED,AGAR,RAW",10.0,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,IRISHMOSS,RAW",10.0,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,KELP,RAW",10.0,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,WAKAME,RAW",10.0,"2 tbsp,  (1/8 cup)"
SEAWEED,"SEAWEED,LAVER,RAW",26.0,10 sheets
SEAWEED,"SEAWEED,SPIRULINA,DRIED",112.0,1 cup
SEEDS,CORIANDER SEED,5.0,1 tbsp
SEEDS,FENNEL SEED,5.8,"1 tbsp, whole"
SEEDS,CUMIN SEED,6.0,"1 tbsp, whole"
SEEDS,CELERY SEED,6.5,1 tbsp
SEEDS,DILL SEED,6.6,1 tbsp
SEEDS,ANISE SEED,6.7,"1 tbsp, whole"
SEEDS,CARAWAY SEED,6.7,1 tbsp
SEEDS,POPPY SEED,8.8,1 tbsp
SEEDS,FENUGREEK SEED,11.1,1 tbsp
SEEDS,"MUSTARD SEED,YELLOW",11.2,1 tbsp
SEEDS,"CHIA SEEDS,DRIED",28.35,1 oz
SEEDS,"SESAME SEEDS,WHL,RSTD&TSTD",28.35,1 oz
SEEDS,"LOTUS SEEDS,DRIED",32.0,1 cup
SEEDS,"ALFALFA SEEDS,SPROUTED,RAW",33.0,1 cup
SEEDS,"SUNFLOWER SD KRNLS,DRIED",46.0,"1 cup, with hulls edible yield"
SEEDS,"PUMPKIN&SQUASH SD KRNLS,DRIED",138.0,1 cup
SEEDS,"SESAME SEEDS,WHOLE,DRIED",144.0,1 cup
SEEDS,"SEEDS, FLAXSEED",167.71,"1 cup, whole"
SEMOLINA,"SEMOLINA,ENRICHED",102.0,1 cup
SEMOLINA,"SEMOLINA,UNENRICHED",205.0,1 cup
SESAME BUTTER,"SESAME BUTTER,TAHINI,FROM UNROASTED KRNLS",14.0,1 tbsp
SESAME BUTTER,"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",15.0,1 tbsp
SESAME BUTTER,"SESAME BUTTER,TAHINI,FROM RAW&STONE GROUND KRNLS",15.0,1 tbsp
SESAME BUTTER,"SESAME BUTTER,TAHINI,KRNLS UNSPEC",15.0,1 tbsp
SESAME BUTTER,"SESAME BUTTER,PASTE",16.0,1 tbsp
SESAME FLOUR,"SESAME FLOUR,HIGH-FAT",28.35,1 oz
SESAME SD KRNLS,"SESAME SD KRNLS,DRIED (DECORT)",150.0,1 cup
SESAME STKS,"SESAME STKS,WHEAT-BASED,SALTED",9.0,1 cake
SESAME STKS,"SESAME STKS,WHEAT-BASED,UNSALTED",9.0,1 cake
SESBANIA FLOWER,"SESBANIA FLOWER,RAW",3.0,1 flower
SESBANIA FLOWER,"SESBANIA FLOWER,CKD,STMD,WO/SALT",104.0,1 cup
SHAD,"SHAD,AMERICAN,CKD,DRY HEAT",144.0,1 fillet
