Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Ash,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Kilocalories,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Manganese,Data.Niacin,Data.Pantothenic Acid,Data.Protein,Data.Refuse Percentage,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Household Weights(Gram),Data.Household Weight Description,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - IU,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
CEREALS,CEREALS CREAM OF WHEAT MIX'N EAT PLAIN PREP WITH  H2O,8109,0,0.6,0,0,15.1,0,0,0.300000012,72,0,0,0,3.5,0.092,1.9,0,265,0.2,0,0,0.3,82.1,0.028,0.111,0.034,0.2,142,1 packet   prepared,14,0.029,5.7,5,14,27,170,0.17,882,265,0,0.4,0,0,0
CEREALS,CEREALS QUAKER INST OATMEAL APPLS & CINN PREP WITH  BOILING H2O,8125,0,0.84,0,0,17.77,0,0,1.799999952,87,0,0,0.573,2.729,0.105,1.82,0,215,0.232,5.1,8.100000381,0.193,78.56,0.344,0.287,0.167,1,149,1 packet   prepared,74,0.055,2.58,19,63,73,111,0.43,718,216,0,0.287,0.2,0.09,0.5
CEREALS,CEREALS CRM OF WHEAT MIX'N EAT APPL BANANA&MAPLE FLAV PREP,8111,0,0.6,0,0,19.3,0,0,0.300000012,88,0,0,0,3.3,0.078,1.6,0,250,0.2,0,0,0.3,78.3,0,0,0.044,0.3,150,1 packet   prepared,27,0.038,5.4,6,13,37,161,0.15,834,250,0,0.3,0,0,0
CEREALS,CEREALS MALTEX DRY,8114,0,1.9,0,0,77.3,0,19,4.199999809,352,167,0,0,4.66,0.683,11.2,0,0,0.2,70.7,0.660000026,0.52,7.5,0.243,0.813,0.321,2.1,151,1 cup,36,0.657,3.5,111,349,521,17,3.64,0,0,0,0.15,0,2.19,2.8
CEREALS,CEREALS QUAKER INST OAT  MAPLE & BR SUGAR PREP WITH  BOIL H2O,8131,0,1.16,0,0,20.04,0,0,1.799999952,101,0,0,0.767,2.588,0.125,2.38,0,204,0.22,5.8,8.100000381,0.182,75.13,0.463,0.383,0.222,1.29,155,1 packet   prepared,70,0.064,2.46,25,83,69,163,0.56,681,205,0,0.272,0,0.12,0.5
CEREALS,CEREALS CORN GRITS WHITE REG & QUICK ENR DRY,8090,0,0.4,1,1,79.6,0,14,1.600000024,371,5,0,0.106,4.96,0.485,8.8,0,0,0.38,17,0.639999986,0.64,10,0.3,0.516,0.155,1.2,156,1 cup,2,0.075,3.91,27,73,137,1,0.41,3,0,0,0.147,0,0.12,0.3
CEREALS,CEREALS CORN GRITS WHITE REG & QUICK UNENR DRY,8158,0,0.4,1,1,79.6,0,0,1.600000024,371,5,0,0.106,1.2,0.485,8.8,0,0,0.04,17,0.639999986,0.13,10,0.3,0.516,0.155,1.2,156,1 cup,2,0.075,1,27,73,137,1,0.41,3,0,0,0.147,0,0.12,0.3
CEREALS,CEREALS CORN GRITS YEL REG & QUICK ENR DRY,8159,63,0.4,97,0,79.6,0,14,1.600000024,371,1355,0,0.106,4.96,0.485,8.8,0,0,0.38,17,0.639999986,0.64,10,0.3,0.516,0.155,1.2,156,1 cup,2,0.075,3.91,27,73,137,1,0.41,214,11,0,0.147,0,0.12,0.3
CEREALS,CEREALS CORN GRITS YEL REG & QUICK UNENR DRY,8160,63,0.4,97,0,79.6,0,0,1.600000024,371,1355,0,0.106,1.2,0.485,8.8,0,0,0.04,17,0.639999986,0.13,10,0.3,0.516,0.155,1.2,156,1 cup,2,0.075,1,27,73,137,1,0.41,214,11,0,0.147,0,0.12,0.3
CEREALS,CEREALS QUAKER INST OATMEAL BKD APPL PREP WITH  BOILING H2O,8426,0,1.14,0,0,19.45,0,0,1.799999952,96,0,0,0.636,2.637,0.114,2.02,0,208,0.223,4.4,8.779999733,0.186,76.27,0.384,0.321,0.19,1.11,159,1 packet  prepared,141,0.061,2.5,21,70,76,144,0.47,694,208,0,0.278,0.2,0.1,0.6
CEREALS,CEREALS QUAKER INST OATMEAL FRENCH VANILLA PREP WITH  BOIL H2O,8425,0,0.98,0,0,20.16,0,0,1.799999952,102,0,0,0.778,2.588,0.128,2.41,0,204,0.22,5.6,7.880000114,0.182,75.13,0.471,0.391,0.237,1.31,162,1 packet  prepared,70,0.064,2.45,25,84,70,154,0.56,681,205,0,0.272,0,0.12,0.5
CEREALS,CEREALS QUAKER INST OATMEAL HONEY NUT PREP WITH  BOILING H2O,8428,0,0.95,0,0,19.32,0,0,1.700000048,107,0,0,0.759,2.471,0.128,2.47,0,195,0.21,5.4,7.96999979,0.175,75.02,0.57,1.118,0.306,2.23,162,1 packet  prepared,67,0.079,2.35,26,83,71,147,0.56,651,195,0,0.258,0,0.18,0.5
CEREALS,CEREALS QUAKER INST OATMEAL RAISIN & SPICE PREP,8437,0,0.98,0,0,20.32,0,0,1.600000024,100,0,0,0.626,2.585,0.101,2.07,0,204,0.218,5.8,9.670000076,0.182,75.49,0.397,0.357,0.198,1.14,162,1 packet  prepared,70,0.069,2.45,22,71,96,151,0.46,681,204,0,0.272,0.2,0.11,0.6
CEREALS,CEREALS MALT-O-MEAL PLAIN DRY,8116,0,1.5,0,0,75.6,1,0,4,361,0,0,0,24.5,0.416,11.8,0,0,0.9,23.5,1.100000024,1.84,9.8,0.168,0.743,0.299,1.27,165,1 cup,508,0.079,55.7,13,213,170,10,0.53,100,0,0,1.68,1,0,0
CEREALS,CEREALS MALT-O-MEAL CHOC DRY,8177,0,1.5,0,0,79.9,1,0,4.300000191,374,0,0,0,16.2,0.416,10.6,0,0,1.01,0,24.39999962,1.46,6.7,0.265,0.521,0.462,1.31,165,1 cup,369,0.079,39.7,13,166,315,10,0.53,0,0,0,3.77,1,0,0
CEREALS,CEREALS QUAKER INST OATMEAL CINN SPICE PREP WITH  BOILING H2O,8423,0,0.96,0,0,21.52,0,0,1.799999952,107,0,0,0.775,2.54,0.126,2.4,0,201,0.215,0,9.420000076,0.179,73.8,0.467,0.386,0.226,1.31,165,1 packet  prepared,69,0.064,2.41,25,84,70,151,0.56,669,201,0,0.266,0,0.12,0.5
CEREALS,CEREALS QKR INST OATMEAL FOR WOMEN BRSUGR PREP WITH H2O,8432,0,1.61,0,0,20.04,0,0,1.700000048,105,0,0,0.761,2.54,0.123,3.24,0,201,0.215,6.4,7.820000172,0.179,73.79,0.456,0.389,0.226,1.32,165,1 packet  prepared,239,0.075,4.22,28,91,88,199,0.58,669,201,0.8,0.467,0,3.16,0.6
CEREALS,CEREALS QUAKR INST OATMEAL TREASURE HUNT PREP WITH  BOILING H2O,8427,0,1.07,0,0,21.85,0,0,1.600000024,108,0,0,0.699,2.541,0.116,2.19,0,201,0.216,5.4,10.27000046,0.171,73.53,0.446,0.352,0.327,1.35,166,1 packet  prepared,65,0.056,2.29,26,76,63,155,0.51,669,201,0,0.267,0,0.11,1.1
CEREALS,CEREALS CREAM OF WHEAT REG DRY,8102,0,0.6,0,0,76.5,0,23,3.799999952,370,16,0,0,4.2,0.518,10.5,0,0,0.2,20,0.200000003,0.5,10.9,0.205,0.829,0.238,1.5,173,1 cup,303,0.206,28.6,27,115,120,7,0.88,0,0,0,0.108,0,0.11,0.5
CEREALS,CEREALS QUAKR INST OATMEAL EXPR BKD APPL PREP WITH  BOILING H2O,8429,0,1.17,0,0,24.24,0,0,2.299999952,120,0,0,0.799,2.421,0.141,2.53,0,191,0.205,5.5,10.81999969,0.172,70.61,0.485,0.429,0.247,1.45,173,1 packet  prepared,65,0.074,2.3,26,90,95,186,0.59,638,191,0,0.254,0.2,0.13,1.7
CEREALS,CEREALS QUAKER INST OATMEAL  CINN ROLL PREP WITH  BOILING H2O,8430,0,1,0,0,23.9,0,0,2.099999905,121,37,0,0.892,2.424,0.147,2.77,0,192,0.205,7.1,9.699999809,0.172,70.75,0.542,0.47,0.267,1.58,173,1 packet  prepared,65,0.07,2.3,29,99,82,144,0.65,638,192,0,0.254,0,0.14,0.7
CEREALS,CEREALS CREAM OF WHEAT QUICK DRY,8104,0,3.2,0,0,75,0,23,2.799999952,361,16,0,0,4.2,0.474,10.2,0,0,0.2,20,0.400000006,0.5,10.4,0.178,0.718,0.207,1.3,176,1 cup,303,0.185,28.6,33,282,130,391,0.97,0,0,0,0.091,0,0.11,0.5
CEREALS,CEREALS FARINA ENR DRY,8112,0,0.4,0,0,78,0,10,1.899999976,369,18,0,0.693,4.05,0.416,10.6,0,0,0.36,23.5,0.270000011,0.57,10.5,0.06,0.22,0.08,0.5,176,1 cup,14,0.079,3.72,13,88,94,3,0.53,0,0,0,0.058,0,0.11,0.3
CEREALS,CEREALS FARINA UNENR DRY,8172,0,0.4,0,0,78,0,0,1.899999976,369,0,0,0.693,0.7,0.416,10.6,0,0,0.1,23.5,0,0.06,10.5,0.06,0.22,0.08,0.5,176,1 cup,14,0.079,1.5,13,88,94,3,0.53,0,0,0,0.058,0,0.11,0
CEREALS,CEREALS CREAM OF WHEAT INST DRY,8106,0,2.1,0,0,75.5,0,23,3.299999952,366,16,0,0,17.857,0.474,10.6,0,1341,1.214,20,0.400000006,1.339,10.4,0.192,0.774,0.222,1.4,178,1 cup,357,0.216,28.6,34,103,115,15,0.98,4464,1341,0,1.786,0,0.11,0.5
CEREALS,CEREALS QUAKER INST OATMEAL FRT& CRM VAR PREP WITH  BOILING H2O,8227,0,0.69,0,0,13.56,0,0,1.100000024,72,0,0,0.433,2.167,0.073,1.45,0,171,0.183,2.9,5.659999847,0.154,82.93,0.433,0.232,0.288,1.36,193,1 packet  prepared,59,0.039,2.06,15,54,51,94,0.32,570,171,0.01,0.227,0.1,0.08,0.4
CEREALS,CEREALS FARINA ENR COOKED WITH  H2O WITHOUT  SALT,8113,0,0.14,0,0,10.47,0,1,0.300000012,48,2,0,0.093,0.489,0.056,1.42,0,0,0.043,9.1,0.039999999,0.061,87.9,0.01,0.03,0.01,0.07,233,1 cup,4,0.016,0.5,2,12,13,2,0.08,0,0,0,0.007,0,0.01,0
CEREALS,CEREALS FARINA ENR COOKED WITH  H2O WITH  SALT,8173,0,0.14,0,0,10.47,0,0,0.300000012,48,2,0,0.093,0.489,0.056,1.42,0,0,0.043,9.1,0.039999999,0.061,87.9,0.01,0.03,0.01,0.07,233,1 cup,4,0.016,0.5,2,12,13,329,0.08,0,0,0,0.007,0,0.01,0
CEREALS,CEREALS OATS REG & QUICK & INST UNENR COOKED WITH  H2O WITHOUT  SALT,8121,0,0.34,0,0,12,0,7,1.700000048,71,180,0,0.58,0.225,0.311,2.54,0,0,0.016,5.4,0.270000011,0.076,83.61,0.435,0.559,0.31,1.52,234,1 cup,9,0.074,0.9,27,77,70,4,1,0,0,0,0.005,0,0.08,0.3
CEREALS,CEREALS OATS INST FORT PLAIN PREP WITH  H2O,8123,0,0.56,0,0,11.67,0,7,1.700000048,68,0,0,0.558,3.025,0.317,2.37,0,186,0.215,5,0.460000008,0.26,84.03,0.37,0.422,0.267,1.36,234,1 cup COOKED,80,0.066,5.96,26,77,61,49,0.62,621,186,0,0.29,0,0.07,0.4
CEREALS,CEREALS OATS REG & QUICK & INST UNENR COOKED WITH  H2O WITH  SALT,8180,0,0.34,0,0,12,0,7,1.700000048,71,180,0,0.58,0.225,0.311,2.54,0,0,0.016,5.4,0.270000011,0.076,83.61,0.435,0.559,0.31,1.52,234,1 cup,9,0.074,0.9,27,77,70,71,1,0,0,0,0.005,0,0.08,0.3
CEREALS,CEREALS CREAM OF WHEAT QUICK COOKED WITH  H2O WITHOUT  SALT,8105,0,0.5,0,0,11.2,0,4,0.5,54,0,0,0,0.6,0.071,1.5,0,0,0,12.8,0,0.1,86.6,0.027,0.11,0.034,0.2,239,1 cup,21,0.028,4.3,5,42,19,58,0.14,0,0,0,0.012,0,0,0
CEREALS,CEREALS CREAM OF WHEAT QUICK COOKED WITH  H2O WITH  SALT,8170,0,0.5,0,0,11.2,0,0,0.5,54,0,0,0,0.6,0.071,1.5,0,0,0,0,0,0.1,86.6,0,0,0.031,0.2,239,1 cup,21,0.028,4.3,5,42,19,194,0.14,0,0,0,0.012,0,0,0
CEREALS,CEREALS MAYPO COOKED WITH  H2O WITHOUT  SALT,8119,0,0.6,0,0,13.3,0,4,2.400000095,71,20,0,0,3.9,0.141,2.4,0,292,0.3,7.7,6.260000229,0.3,82.7,0.305,0.368,0.175,1,240,1 cup,52,0.066,3.5,21,103,88,4,0.62,974,292,1.2,0.4,12,0.07,0.6
CEREALS,CEREALS OATS INST FORT WITH  CINN & SPICE PREP WITH  H2O,8129,0,0.96,0,0,21.52,0,0,1.799999952,107,0,0,0.775,2.54,0.126,2.4,0,201,0.215,0,9.420000076,0.179,73.8,0.467,0.386,0.226,1.31,240,1 cup,69,0.064,2.41,25,84,70,151,0.56,669,201,0,0.266,0,0.12,0.5
CEREALS,CEREALS OATS INST FORT WITH  RAISINS & SPICE PREP WITH  H2O,8133,0,0.98,0,0,20.32,0,0,1.600000024,100,0,0,0.626,2.585,0.101,2.07,0,204,0.218,5.8,9.670000076,0.182,75.49,0.397,0.357,0.198,1.14,240,1 cup,70,0.069,2.45,22,71,96,151,0.46,681,204,0,0.272,0.2,0.11,0.6
CEREALS,CEREALS ROMAN MEAL WITH OATS COOKED WITH  H2O WITHOUT  SALT,8155,0,0.4,0,0,14.2,0,0,2.900000095,71,0,0,0,1.36,0.104,3,0,0,0.09,0,0,0.13,81.5,0,0,0.072,0.8,240,1 cup,11,0.062,0.58,31,98,107,4,0.81,9,0,0,0.158,0,0,0
CEREALS,CEREALS MAYPO COOKED WITH  H2O WITH  SALT,8179,0,0.67,0,0,13.23,0,0,2,71,23,0,0,3.896,0.141,2.43,0,292,0.331,7.7,6.260000229,0.294,82.7,0.255,0.212,0.185,0.97,240,1 cup,54,0.072,3.49,22,103,88,108,0.62,973,292,1.16,0.386,11.8,0.07,0.6
CEREALS,CEREALS ROMAN MEAL WITH OATS COOKED WITH  H2O WITH  SALT,8184,0,0.4,0,0,14.2,0,0,3.400000095,71,0,0,0,1.36,0.104,3,0,0,0.09,0,0,0.13,81.5,0,0,0.072,0.8,240,1 cup,11,0.062,0.58,31,98,107,225,0.81,9,0,0,0.158,0,0,0
CEREALS,CEREALS CREAM OF WHEAT INST PREP WITH  H2O WITHOUT  SALT,8107,0,0.45,0,0,13.08,0,0,0.600000024,62,3,0,0,3.093,0.082,1.84,0,232,0.21,3.5,0.07,0.232,84.4,0.033,0.134,0.038,0.24,241,1 cup,64,0.043,4.96,6,18,20,4,0.17,773,232,0,0.309,0,0.02,0.1
CEREALS,CEREALS ROMAN MEAL PLAIN COOKED WITH  H2O WITHOUT  SALT,8137,0,0.5,0,0,13.7,0,0,3.400000095,61,0,0,0,1.28,0.154,2.7,0,0,0.05,0,0,0.1,82.7,0,0,0.053,0.4,241,1 cup,12,0.133,0.88,45,89,125,1,0.74,0,0,0,0.047,0,0,0
CEREALS,CEREALS CRM OF WHEAT INST PREP WITH  H2O WITH  SALT (WHEAT),8171,0,0.45,0,0,13.08,0,0,0.600000024,62,3,0,0,3.093,0.082,1.84,0,232,0.21,3.5,0.07,0.232,84.4,0.033,0.134,0.038,0.24,241,1 cup,64,0.043,4.96,6,18,20,151,0.17,773,232,0,0.309,0,0.02,0.1
CEREALS,CEREALS ROMAN MEAL PLAIN COOKED WITH  H2O WITH  SALT,8181,0,0.5,0,0,13.7,0,0,3.400000095,61,0,0,0,1.28,0.154,2.7,0,0,0.05,0,0,0.1,82.7,0,0,0.053,0.4,241,1 cup,12,0.133,0.88,45,89,125,82,0.74,0,0,0,0.047,0,0,0
CEREALS,CEREALS CORN GRITS WHITE REG & QUICK ENR COOKED WITH  H2O WITHOUT  SALT,8091,0,0.16,0,0,12.87,0,3,0.300000012,59,1,0,0.018,0.722,0.078,1.42,0,0,0.055,3.1,0.100000001,0.083,85.35,0.048,0.083,0.025,0.19,242,1 cup,3,0.018,0.6,5,11,21,2,0.07,0,0,0,0.021,0,0.02,0
CEREALS,CEREALS WHL WHEAT HOT NAT CRL COOKED WITH  H2O WITHOUT  SALT,8145,0,0.3,0,0,13.7,0,4,1.600000024,62,41,0,0,0.89,0,2,0,0,0.05,12.8,0.079999998,0.07,83.6,0.057,0.202,0.06,0.4,242,1 cup,7,0.083,0.62,22,69,71,0,0.48,0,0,0,0.073,0,0.24,0.4
CEREALS,CEREALS CORN GRITS WHITE REG QUICK ENR COOKED WITH  H2O WITH  SALT,8161,0,0.16,0,0,12.87,0,0,0.300000012,59,1,0,0.018,0.722,0.078,1.42,0,0,0.055,3.1,0.100000001,0.083,85.35,0.048,0.083,0.025,0.19,242,1 cup,3,0.018,0.6,5,11,21,223,0.07,0,0,0,0.021,0,0.02,0
CEREALS,CEREALS CORN GRITS WHITE REG & QCK UNENR COOKED WITH  H2O WITHOUT  SALT,8162,0,0.16,0,0,12.87,0,0,0.300000012,59,1,0,0.018,0.175,0.078,1.42,0,0,0.006,3.1,0.100000001,0.017,85.35,0.048,0.083,0.025,0.19,242,1 cup,3,0.018,0.16,5,11,21,2,0.07,1,0,0,0.021,0,0.02,0
CEREALS,CEREALS CORN GRITS WHITE REG QUICK UNENR COOKED WITH  H2O WITH  SALT,8163,0,0.1,0,0,13,0,0,0.200000003,60,0,0,0.017,0.2,0.064,1.4,0,0,0.01,0,0,0.02,85.3,0.05,0.08,0.03,0.2,242,1 cup,0,0.012,0.2,4,12,22,223,0.07,0,0,0,0.024,0,0.02,0
CEREALS,CEREALS CORN GRITS YEL REG & QUICK ENR COOKED WITH  H2O WITHOUT  SALT,8164,9,0.16,14,0,12.87,0,0,0.300000012,59,197,0,0.018,0.722,0.078,1.42,0,0,0.055,2.7,0.100000001,0.083,85.35,0.048,0.083,0.025,0.19,242,1 cup,3,0.018,0.6,5,11,21,2,0.07,31,2,0,0.021,0,0.02,0
CEREALS,CEREALS CORN GRITS YEL REG QUICK ENR COOKED WITH  H2O WITH  SALT,8165,9,0.16,14,0,12.87,0,0,0.300000012,59,197,0,0.018,0.722,0.078,1.42,0,0,0.055,2.7,0.100000001,0.083,85.35,0.048,0.083,0.025,0.19,242,1 cup,3,0.018,0.6,5,11,21,223,0.07,31,2,0,0.021,0,0.02,0
CEREALS,CEREALS CORN GRITS YEL REG & QUICK UNENR COOKED WITH  H2O WITHOUT  SALT,8166,9,0.16,14,0,12.87,0,0,0.300000012,59,197,0,0.018,0.175,0.078,1.42,0,0,0.006,2.7,0.100000001,0.017,85.35,0.048,0.083,0.025,0.19,242,1 cup,3,0.018,0.16,5,11,21,2,0.07,31,2,0,0.021,0,0.02,0
CEREALS,CEREALS CORN GRITS YEL REG QUICK UNENR COOKED WITH  H2O WITH  SALT,8167,9,0.16,14,0,12.87,0,0,0.300000012,59,197,0,0.018,0.175,0.078,1.42,0,0,0.006,0,0.100000001,0.017,85.35,0.048,0.083,0.025,0.19,242,1 cup,3,0.018,0.16,5,11,21,223,0.07,31,2,0,0.021,0,0.02,0
CEREALS,CEREALS WHL WHEAT HOT NAT CRL COOKED WITH  H2O WITH  SALT,8183,0,0.3,0,0,13.7,0,4,1.600000024,62,41,0,0.583,0.89,0.167,2,0,0,0.05,12.8,0.079999998,0.07,83.6,0.057,0.202,0.06,0.4,242,1 cup,7,0.083,0.62,22,69,71,233,0.48,0,0,0,0.073,0,0.24,0.4
CEREALS,CEREALS WHEATENA COOKED WITH  H2O,8143,0,0.3,0,0,11.8,0,0,2.700000048,56,0,0,0.822,0.55,0.042,2,0,0,0.02,0,0,0.01,85.4,0.071,0.252,0.075,0.5,243,1 cup,4,0.052,0.56,20,60,77,2,0.69,0,0,0,0.019,0,0,0
CEREALS,CEREALS WHEATENA COOKED WITH  H2O WITH  SALT,8182,0,0.38,2,0,11.74,0,0,2,59,45,0,0.817,0.546,0.042,2.03,0,0,0.022,11,0.25,0.011,85.4,0.067,0.24,0.091,0.45,243,1 cup,6,0.057,0.56,21,60,77,238,0.69,3,0,0,0.019,0,0.53,0.4
CEREALS,CEREALS CRM OF RICE COOKED WITH H2O WITHOUT SALT,8101,0,0.1,0,0,11.4,0,1,0.100000001,52,0,0,0.144,0.4,0.076,0.9,0,0,0,3,0.02,0,87.5,0.031,0.027,0.027,0.1,244,1 cup,3,0.034,0.2,3,17,20,1,0.16,0,0,0,0.027,0,0.02,0
CEREALS,CEREALS CREAM OF RICE COOKED WITH  H2O WITH  SALT,8168,0,0.3,0,0,11.5,0,0,0.100000001,52,0,0,0.144,0.4,0.076,0.9,0,0,0,3,0.02,0,87.5,0.031,0.027,0.02,0.1,244,1 cup,3,0.034,0.2,3,17,20,173,0.16,0,0,0,0.027,0,0.02,0
CEREALS,CEREALS QUAKER CORN GRITS INST PLAIN PREP WITH H2O,8093,0,0.72,0,0,15.06,0,0,0.899999976,68,1,0,0.06,1.616,0.082,1.61,0,0,0.136,3.2,0.059999999,0.114,82.42,0.027,0.057,0.019,0.19,245,1 cup,6,0.025,5.81,7,21,28,210,0.13,1,0,0,0.04,0,0.02,0
CEREALS,CEREALS MALTEX COOKED WITH  H2O WITHOUT  SALT,8115,0,0.47,0,0,15.81,0,0,0.899999976,76,31,0,0,0.858,0.14,2.29,0,0,0.037,14.5,0.129999995,0.085,81,0.05,0.167,0.069,0.43,249,1 cup,9,0.14,0.72,23,71,107,5,0.75,0,0,0,0.028,0,0.45,0.6
CEREALS,CEREALS MALTEX COOKED WITH  H2O WITH  SALT,8176,0,0.47,0,0,15.81,0,0,0.899999976,76,34,0,0,0.953,0.14,2.29,0,0,0.041,14.5,0.129999995,0.106,81,0.046,0.155,0.061,0.43,249,1 cup,9,0.14,0.72,23,71,107,76,0.75,0,0,0,0.031,0,0.45,0.6
CEREALS,CEREALS CREAM OF WHEAT REG COOKED WITH  H2O WITHOUT  SALT,8103,0,0.17,0,0,11,0,0,0.5,52,2,0,0,0.604,0.074,1.51,0,0,0.029,2.9,0.029999999,0.072,87.1,0.029,0.119,0.034,0.22,251,1 cup,46,0.035,4.12,4,17,17,3,0.13,0,0,0,0.016,0,0.02,0.1
CEREALS,CEREALS CRM OF WHEAT REG COOKED WITH  H2O WITH  SALT (WHEAT),8169,0,0,0,0,11,0,0,0.5,52,2,0,0,0.604,0.074,1.51,0,0,0.029,2.9,0.029999999,0.072,87.1,0.029,0.119,0.034,0.22,251,1 cup,46,0.035,4.12,4,17,17,0,0.13,0,0,0,0.016,0,0.02,0.1
CEREALS,CEREALS RALSTON COOKED WITH  H2O WITHOUT  SALT,8135,0,0.3,0,0,11.2,0,0,2.400000095,53,0,0,0,0.81,0.13,2.2,0,0,0.07,0,0,0.08,86.1,0.04,0.146,0.052,0.3,253,1 cup,5,0.079,0.65,23,58,61,2,0.56,0,0,0.04,0.045,0,0,0
CEREALS,CEREALS RALSTON COOKED WITH  H2O WITH  SALT,8185,0,0.3,0,0,11.2,0,0,2.400000095,53,0,0,0,0.81,0.13,2.2,0,0,0.07,0,0,0.08,86.1,0,0,0.056,0.3,253,1 cup,5,0.079,0.65,23,58,61,188,0.56,0,0,0.04,0.045,0,0,0
CEREALS,CEREALS MALT-O-MEAL PLAIN PREP WITH  H2O WITHOUT  SALT,8511,0,0.26,0,0,8.72,0,0,0.5,42,0,0,0,2.826,0.048,1.36,0,0,0.104,2.7,0.129999995,0.212,89.51,0.02,0.086,0.035,0.15,267.9,1 serving   (3 T dry cereal plus 1 cup water),61,0.015,6.43,2,25,20,3,0.07,0,0,0,0.194,0.1,0,0
CEREALS,CEREALS MALT-O-MEAL CHOC PREP WITH  H2O WITHOUT  SALT,8512,0,0.26,0,0,9.22,0,0,0.5,44,0,0,0,1.869,0.048,1.22,0,0,0.116,0,2.809999943,0.168,89.15,0.031,0.061,0.054,0.15,267.9,1 serving   (3 T dry cereal plus 1 cup water),45,0.015,4.58,2,19,36,3,0.07,0,0,0,0.435,0.1,0,0
CEREALS RTE,CEREALS RTE KELLOGG KELLOGG'S PUFFED WHEAT,8379,0,2.4,0,0,77,0,0,15,322,0,0,0,0,0,15,0,0,0,0,0,0,4,0.6,0.7,0.3,1.6,9,.75 cup   (1 NLEA serving),40,0,0,0,421,475,3,0,0,0,0,0,0,0,0
CEREALS RTE,CEREALS RTE WHEAT PUFFED FORT,8157,0,1.5,0,0,79.6,0,0,4.400000095,364,0,0,1.755,35.3,0.518,14.7,0,0,1.8,123.1,0,2.6,3,0,0,0.2,1.2,12,1 cup,28,0.409,31.7,145,355,348,4,2.36,0,0,0,0.17,0,0,0
CEREALS RTE,CEREALS RTE QUAKER QUAKER PUFFED RICE,8066,0,0.4,0,0,87.77,0,8,1.399999976,383,0,0,0.94,3.52,0.34,7,0,0,0.26,10.5,0,0.44,3.91,0.18,0.34,0.32,0.9,14,1 cup   (1 NLEA serving),9,0.94,2.86,30,118,116,5,1.1,0,0,0,0,0,0.12,0.1
CEREALS RTE,CEREALS RTE QUAKER KRETSCHMER HONEY CRUNCH WHEAT GERM,8085,0,4.14,0,0,58.11,0,124,10.19999981,372,0,0,15.88,4.73,1.1,26.55,0,0,0.69,58,24.85000038,1.34,3.4,1.04,4.84,1.36,7.78,14,1.667 tbsp   (1 NLEA serving),50,0.72,8.05,272,1011,964,11,13.88,0,0,0,0.5,0,20.22,0
CEREALS RTE,CEREALS RTE RICE PUFFED FORT,8156,0,0.4,0,0,89.8,0,0,1.700000048,402,0,0,1.5,35.3,0.32,6.3,0,0,1.8,10.5,0,2.6,3,0,0,0.13,0.5,14,1 cup,6,0.169,31.7,25,98,113,3,1.03,0,0,0,0.075,0,0,0
CEREALS RTE,CEREALS RTE QUAKER KRETSCHMER WHEAT GERM REG,8366,0,4.82,0,0,49.38,0,0,11.89999962,366,0,0,19.08,5.58,1.4,31.43,0,0,0.78,0,0,1.97,4.78,1.25,5.98,1.66,9.56,14,1.67 tablespoon,50,0.62,8.34,313,1130,1097,6,16.01,0,0,0.21,0.6,6,0,0
CEREALS RTE,CEREALS RTE QUAKER QUAKER PUFFED WHEAT,8146,0,1.5,0,0,76.39,0,23,9.399999619,366,0,0,2,5.28,0.48,16.26,0,0,0.39,123.1,1.360000014,0.63,3.69,0.31,1.07,0.41,2.15,15,1.25 cup   (1 NLEA serving),24,0.61,4.4,133,331,364,5,3.07,0,0,0,0.13,0,0,2
CEREALS RTE,CEREALS RTE MALT-O-MEAL PUFFED WHEAT CRL,8483,0,1.5,0,0,78.8,1,0,7.300000191,396,0,0,4.29,63.7,1.081,15.6,0,0,3.31,77.9,1.100000024,3.87,2.1,0.353,1.15,0.442,2.03,15,1 cup,25,0.45,53,146,399,412,10,3.08,100,0,0,0.318,1,1.01,2
CEREALS RTE,CEREALS RTE MALT-O-MEAL PUFFED RICE CRL,8492,0,0.4,0,0,90.2,1,0,1,401,0,0,1.246,52.3,1.098,7.8,0,0,2.62,17,0.800000012,3.73,0.6,0.255,0.377,0.297,0.97,15,1 cup,5,0.228,44.5,30,115,103,5,1.16,100,0,0,0.233,1,0.12,0.1
