Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Ash,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Kilocalories,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Manganese,Data.Niacin,Data.Pantothenic Acid,Data.Protein,Data.Refuse Percentage,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Household Weights(Gram),Data.Household Weight Description,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - IU,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
COOKIES,COOKIES CHOC CHIP COMMLY PREP SPL DIETARY,18198,0,0.7,0,0,73.4,0,7,1.600000024,450,3,0,0.365,2.843,0.201,3.9,0,1,0.188,2.6,39.81000137,0.373,5.1,6.73,5.035,4.183,16.8,28.35,1 oz,46,0.218,3.5,21,109,199,11,0.47,3,1,0,0.018,0,1.06,4
COOKIES,COOKIES CHOC SNDWCH WITH CREME FILLING SPL DIETARY,18199,0,1.2,0,0,67.7,0,6,4.099999905,461,2,0,0.403,3.971,0.359,4.5,0,1,0.292,3.7,23.53000069,0.524,4.2,9.228,7.94,3.825,22.1,28.35,1 oz,98,0.22,4.72,26,200,295,243,0.58,4,1,0.04,0.033,0,1.82,5.8
COOKIES,COOKIES OATMEAL COMMLY PREP SPL DIETARY,18200,0,0.7,3,18,69.9,0,12,2.900000095,449,49,2,0.64,3.236,0.285,4.8,0,0,0.211,4.4,31.64999962,0.46,6.5,7.55,6.784,2.693,18,28.35,1 oz,54,0.151,4.07,17,122,175,9,0.49,19,1,0,0.026,0.3,1.52,7
COOKIES,COOKIES PNUT BUTTER SNDWCH SPL DIETARY,18201,0,1.4,0,0,50.8,0,0,0,535,0,0,0.705,5.259,0.507,10,0,0,0.148,3.5,0,0.346,3.7,15.391,12.026,4.937,34,28.35,1 oz,43,0.267,2.55,51,154,294,412,1.03,0,0,0.01,0.078,0,0,0
COOKIES,COOKIES SUGAR WAFERS WITH CREME FILLING SPL DIETARY,18202,0,0.9,0,0,66,0,0,0,502,0,0,0.254,1.533,0.098,3.1,0,0,0.107,6.3,0,0.164,4.4,10.932,9.684,3.829,25.7,28.35,1 oz,53,0.038,1.44,6,34,61,9,0.2,0,0,0,0.009,0,0,0
COOKIES,COOKIES SUGAR COMMLY PREP SPL DIETARY,18203,0,0.4,0,0,76.8,0,5,0.899999976,431,1,0,0.343,3.659,0.247,4.1,0,0,0.232,2.8,34.16999817,0.481,5.7,5.243,4.755,1.872,13,28.35,1 oz,25,0.15,4.01,9,73,104,3,0.34,0,0,0,0.018,0,0.99,3.2
COOKIES,COOKIES SUGAR COMMLY PREP REG (INCL VANILLA),18204,0,1.2,1,1,67.9,51,29,0.800000012,478,38,0,0.01,2.691,0.237,5.1,0,26,0.214,2.1,37.70000076,0.233,4.8,11.836,2.66,5.435,21.1,28.35,1 oz,21,0.073,2.14,12,80,63,357,0.43,90,26,0.19,0.056,0.1,0.27,8.6
COOKIES,COOKIES SUGAR PREP FROM RECIPE MADE WITH MARGARINE,18208,0,1.8,169,1,60,26,27,1.200000048,472,28,0,0.316,2.443,0.24,5.9,0,224,0.257,17.6,24.86000061,0.294,8.9,10.189,7.29,4.69,23.4,28.35,1 oz,73,0.078,2.33,12,90,77,491,0.42,1028,238,0.09,0.03,0.1,2.57,25.9
COOKIES,COOKIES SUGAR WAFERS WITH CREME FILLING REG,18209,0,0.5,0,0,70.1,0,4,0.600000024,511,1,0,0.276,2.432,0.195,4.1,0,0,0.196,2.4,35.43999863,0.102,1,10.331,9.158,3.622,24.3,28.35,1 oz,18,0.091,1.95,11,56,59,147,0.35,0,0,0,0.014,0,1.95,6
COOKIES,COOKIES VANILLA SNDWCH WITH CREME FILLING,18210,0,1.2,0,0,72.1,0,4,1.5,483,1,0,0.292,2.69,0.394,4.5,0,0,0.243,3,39.29999924,0.261,2.2,8.437,7.551,2.979,20,28.35,1 oz,27,0.114,2.21,14,75,91,349,0.4,0,0,0,0.018,0,1.6,5
COOKIES,COOKIES VANILLA WAFERS HIGHER FAT,18213,0,1,0,0,71.1,0,0,2,473,0,0,0.384,2.976,0.284,4.3,0,0,0.209,11.3,0,0.361,4.2,11.076,2.437,4.936,19.4,28.35,1 oz,25,0.124,2.21,12,64,107,306,0.33,1,0,0.04,0.024,0,0,0
COOKIES,COOKIES CHOC CHIP PREP FROM RECIPE MADE WITH BUTTER,18377,0,2.4,162,0,66.4,36,0,0,447,0,0,1.061,1.311,0.361,6.8,0,146,0.174,17.2,0,0.262,6.2,7.669,5.589,3.581,17.9,28.35,1 oz,105,0.168,2.7,43,167,182,598,0.93,757,160,0.09,0.05,0.2,0,0
COOKIES,COOKIES BUTTER COMMLY PREP UNENR,18420,0,2.3,0,0,78.1,2,0,1.100000024,432,0,0,0.191,0.309,0.364,4.4,0,0,0.049,0,0,0.082,3.7,4.86,4.378,1.738,11.6,28.35,1 oz,135,0.072,0.48,10,310,82,657,0.27,1,0,0.1,0.077,0.2,0,0
COOKIES,COOKIES CHOC CHIP COMMLY PREP REG HIGHER FAT UNENR,18421,0,1.5,0,0,68.9,117,0,0.800000012,467,0,0,0.17,0.32,0.488,6.1,0,151,0.071,0,0,0.066,4.6,5.522,0.982,11.051,18.8,28.35,1 oz,29,0.2,0.29,12,102,111,351,0.38,673,160,0.36,0.036,0,0,0
COOKIES,COOKIES LADYFINGERS WITHOUT LEMON JUC&RIND,18422,0,1.1,0,0,66.8,0,0,2.5,481,0,0,0.449,0.473,0.229,5.4,0,0,0.06,0,0,0.059,4.1,11.671,2.367,7.476,22.6,28.35,1 oz,25,0.212,1,31,108,135,315,0.64,4,0,0.01,0.056,0,0,0
COOKIES,COOKIES OATMEAL COMMLY PREP FAT-FREE,18453,0,2.6,0,0,84.1,0,0,1.299999952,404,0,0,0.228,1.569,0.326,4.7,0,4,0.211,3.1,0,0.172,3.1,2.973,0.796,1.367,5.5,28.35,1 oz,155,0.063,1.31,10,324,65,604,0.33,13,4,0.11,0.026,0,0,0
COOKIES,COOKIES CHOC CHIP REFR DOUGH,18163,0,1.1,0,0,61.4,24,0,1.5,443,0,0,0.373,1.975,0.308,4.4,0,18,0.191,5,0,0.187,12.7,10.414,2.172,6.729,20.4,29,1 portion   dough spoon from roll,25,0.18,2.25,24,69,180,209,0.5,59,18,0.08,0.038,0,0,0
COOKIES,COOKIES VANILLA WAFERS LOWER FAT,18212,0,1.1,1,1,73.6,51,28,1.899999976,441,41,0,0.262,3.106,0.41,5,0,8,0.32,11.3,37.5,0.275,5.1,6.544,3.887,3.838,15.2,80,1 cup  crumbs,48,0.1,2.38,14,104,97,312,0.36,30,8,0.13,0.073,0,0.23,6
COOKIES,COOKIES GRAHAM CRACKERS PLAIN OR HONEY (INCL CINN),18173,0,1.8,1,0,76.8,0,22,2.799999952,423,61,0,0.804,4.122,0.537,6.9,0,0,0.314,10.2,31.10000038,0.222,4.4,4.086,3.832,1.519,10.1,84,1 cup  crushed,24,0.202,3.73,30,104,135,605,0.81,2,0,0,0.065,0,0.33,4.6
COOKIES,COOKIES CHOCOLATE WAFERS,18157,0,2,0,0,72.4,2,15,3.400000095,433,11,0,0.696,2.858,0.381,6.6,0,3,0.266,5.7,29.65999985,0.203,4.5,4.865,4.153,4.241,14.2,112,1 cup  crumbs,31,0.463,4.01,53,132,210,580,1.09,12,3,0.09,0.051,0,0.72,2.4
COOKIES,COOKIES OATMEAL PREP FROM RECIPE WITHOUT RAISINS,18376,0,5.55,116,0,68.49,1,0,4.900000095,383,0,0,0.984,6.161,0.623,14.13,0,0,0.415,24.7,5.739999771,0.961,6.35,1.168,2.3,1.391,5.48,120,1 cup,182,0.244,4.92,46,177,231,1759,1.43,193,10,0,0.171,2.7,0.26,46
CORN,CORN SWT YEL FROZEN KRNLS ON COB COOKED BOILED DRND WITHOUT SALT,11181,20,0.62,58,142,22.33,0,0,2.799999952,93,852,0,0.142,1.517,0.25,3.11,45,0,0.069,0.7,3.589999914,0.174,73.2,0.216,0.348,0.114,0.74,63,1 ear   yields,3,0.046,0.61,29,75,251,4,0.63,232,12,0,0.224,4.8,0.08,0.4
CORN,CORN SWT YEL FROZEN KRNLS ON COB COOKED BOILED DRND WITH SALT,11775,20,0.62,58,142,22.33,0,0,2.799999952,93,852,0,0.142,1.517,0.25,3.11,45,0,0.069,0.7,3.589999914,0.174,73.2,0.216,0.348,0.114,0.74,63,1 ear   yields,3,0.046,0.61,29,75,251,240,0.63,232,12,0,0.224,4.8,0.08,0.4
CORN,CORN SWT WHITE FROZEN KRNLS ON COB COOKED BOILED DRND WITHOUT SALT,11914,0,0.62,2,1,22.33,0,0,2.099999905,94,58,0,0.142,1.517,0.25,3.11,45,0,0.069,0.7,0,0.174,73.2,0.216,0.348,0.114,0.74,63,1 ear   yields,3,0.046,0.61,29,75,251,4,0.63,4,0,0,0.224,4.8,0,0
CORN,CORN SWT WHITE FROZEN KRNLS ON COB COOKED BOILED DRND WITH SALT,11915,0,0.62,2,1,22.33,0,0,2.799999952,94,58,0,0.142,1.517,0.25,3.11,45,0,0.069,0.7,0,0.174,73.2,0.216,0.348,0.114,0.74,63,1 ear   yields,3,0.046,0.61,29,75,251,240,0.63,4,0,0,0.224,4.8,0,0
CORN,CORN SWEET WHITE RAW,11900,0,0.62,1,0,19.02,0,0,2.700000048,86,34,0,0.161,1.7,0.76,3.22,64,0,0.06,0.6,3.220000029,0.2,75.96,0.347,0.559,0.182,1.18,73,"1 ear   small (5-1/2"" to 6-1/2"" long)",2,0.054,0.52,37,89,270,15,0.45,1,0,0,0.055,6.8,0.07,0.3
CORN,CORN SWT WHITE FROZEN KRNLS CUT OFF COB UNPREP,11910,0,0.48,0,0,20.81,0,0,2.400000095,88,0,0,0.126,1.726,0.28,3.02,0,0,0.07,0.7,0,0.083,74.92,0.227,0.366,0.119,0.77,82,.5 cup,4,0.036,0.42,18,69,210,3,0.37,0,0,0,0.178,6.4,0,0
CORN,CORN SWT YEL COOKED BOILED DRND WITHOUT SALT,11168,23,0.72,66,161,25.11,0,29,2.799999952,108,906,0,0.158,1.614,0.878,3.32,45,0,0.072,0.2,3.170000076,0.215,69.57,0.374,0.603,0.197,1.28,89,"1 ear  small (5-1/2"" to 6-1/2"" long)",3,0.047,0.44,26,75,212,0,0.61,263,13,0,0.06,6.2,0.09,0.4
CORN,CORN SWT YEL COOKED BOILED DRND WITH SALT,11770,23,0.72,66,161,25.11,0,29,2.799999952,108,906,0,0.194,1.614,0.878,3.32,45,0,0.072,0.2,3.170000076,0.215,69.57,0.374,0.603,0.197,1.28,89,"1 ear  small (5-1/2"" to 6-1/2"" long)",2,0.053,0.61,32,103,249,253,0.48,263,13,0,0.06,6.2,0.09,0.4
CORN,CORN SWT WHITE COOKED BOILED DRND WITHOUT SALT,11901,0,0.72,1,0,25.11,0,29,2.700000048,108,43,0,0.194,1.614,0.878,3.32,45,0,0.072,0.8,4.070000172,0.215,69.57,0.374,0.603,0.197,1.28,89,"1 ear  small (5-1/2"" to 6-1/2"" long)",2,0.053,0.61,32,103,249,17,0.48,2,0,0,0.06,6.2,0.09,0.4
CORN,CORN SWT WHITE COOKED BOILED DRND WITH SALT,11902,0,0.72,1,0,25.11,0,29,2.700000048,108,43,0,0.194,1.614,0.878,3.32,45,0,0.072,0.8,4.070000172,0.215,69.57,0.374,0.603,0.197,1.28,89,"1 ear  small (5-1/2"" to 6-1/2"" long)",2,0.053,0.61,32,103,249,253,0.48,2,0,0,0.06,6.2,0.09,0.4
CORN,CORN SWT YEL CANNED VACUUM PK REG PK,11176,26,1.07,33,6,19.44,0,22,2,79,1045,0,0.067,1.167,0.675,2.41,0,0,0.073,0.7,3.559999943,0.041,76.58,0.147,0.237,0.077,0.5,105,.5 cup,5,0.048,0.42,23,64,186,272,0.46,81,4,0,0.055,8.1,0.04,0
CORN,CORN SWT YEL CANNED VACUUM PK NO SALT,11773,26,1.07,33,6,19.44,0,22,2,79,1045,0,0.067,1.167,0.675,2.41,0,0,0.073,0.7,3.559999943,0.041,76.58,0.147,0.237,0.077,0.5,105,.5 cup,5,0.048,0.42,23,64,186,3,0.46,81,4,0,0.055,8.1,0.04,0
CORN,CORN SWT WHITE CANNED VACUUM PK REG PK,11908,0,1.07,1,1,19.44,0,0,2,79,41,0,0.067,1.167,0.675,2.41,0,0,0.073,0.7,0,0.041,76.58,0.147,0.237,0.077,0.5,105,.5 cup,5,0.048,0.42,23,64,186,272,0.46,1,0,0,0.055,8.1,0,0
CORN,CORN SWT WHITE CANNED VACUUM PK NO SALT,11909,0,1.07,1,1,19.44,0,0,2,79,40,0,0.067,1.167,0.675,2.41,0,0,0.073,0.7,0,0.041,76.58,0.147,0.237,0.077,0.5,105,.5 cup,5,0.048,0.42,23,64,186,3,0.46,1,0,0,0.055,8.1,0,0
CORN,CORN SWT YEL FROZEN KRNLS ON COB UNPREP,11180,21,0.65,61,149,23.5,0,0,2.799999952,98,897,0,0.158,1.681,0.293,3.28,45,0,0.088,0.8,3.779999971,0.103,71.79,0.228,0.367,0.12,0.78,125,1 ear   yields,4,0.051,0.68,32,87,294,5,0.7,244,12,0,0.179,7.2,0.09,0.4
CORN,CORN SWT WHITE FROZEN KRNLS ON COB UNPREP,11913,0,0.65,2,1,23.5,0,0,2.799999952,98,61,0,0.158,1.681,0.293,3.28,45,0,0.088,0.8,0,0.103,71.79,0.228,0.367,0.12,0.78,125,1 ear   yields,4,0.051,0.68,32,87,294,5,0.7,4,0,0,0.179,7.2,0,0
CORN,CORN SWT YEL CANNED BRINE PK REG PK SOL&LIQUIDS,11170,21,0.8,26,5,15.41,0,0,1.700000048,64,832,0,0.033,0.939,0.522,1.95,0,0,0.061,0.7,2.829999924,0.026,81.34,0.144,0.233,0.077,0.5,128,.5 cup,4,0.056,0.41,16,51,164,213,0.36,65,3,0,0.037,5.5,0.03,0
CORN,CORN SWT YEL CANNED NO SALT SOL&LIQUIDS,11771,21,0.8,26,5,15.41,0,0,1.700000048,64,832,0,0.033,0.939,0.522,1.95,0,0,0.061,0.7,2.829999924,0.026,81.34,0.144,0.234,0.077,0.5,128,.5 cup,4,0.056,0.41,16,51,164,12,0.36,65,3,0,0.037,5.5,0.03,0
CORN,CORN SWT WHITE CANNED WHL KERNEL REG PK SOL&LIQUIDS,11903,0,0.8,0,0,15.41,0,0,1.700000048,64,0,0,0.033,0.939,0.522,1.95,0,0,0.061,0.6,0,0.026,81.34,0.144,0.233,0.077,0.5,128,.5 cup,4,0.056,0.41,16,51,164,213,0.36,0,0,0,0.037,5.5,0,0
CORN,CORN SWT WHITE CANNED WHL KERNEL NO SALT SOL&LIQUIDS,11904,0,0.8,0,0,15.41,0,0,0.699999988,64,32,0,0.033,0.939,0.522,1.95,0,0,0.061,0.6,0,0.026,81.34,0.144,0.233,0.077,0.5,128,.5 cup,4,0.056,0.41,16,51,164,12,0.36,1,0,0,0.037,5.5,0,0
CORN,CORN SWT WHITE CANNED CRM STYLE NO SALT,11907,0,0.98,0,1,18.13,0,20,1.200000048,72,37,0,0.039,0.96,0.18,1.74,0,0,0.053,0.6,2.210000038,0.025,78.73,0.123,0.198,0.065,0.42,128,.5 cup,3,0.052,0.38,17,51,134,3,0.53,1,0,0,0.063,4.6,0.06,0.3
CORN,CORN SWT YEL FROZEN KRNLS CUT OFF COB UNPREP,11178,17,0.48,49,120,20.71,0,24,2.099999905,88,672,0,0.123,1.739,0.361,3.02,0,0,0.068,0.7,2.5,0.083,75,0.227,0.366,0.119,0.78,135.5,1 cup,4,0.036,0.42,18,70,213,3,0.38,195,10,0,0.168,6.4,0.08,0.3
CORN,CORN YEL WHL KERNEL FROZEN MICROWAVED,11182,20,0.69,59,144,25.87,0,30,2.599999905,131,807,0,0.129,2.07,0.637,3.62,0,0,0.05,0,3.359999895,0.083,68.4,0.287,0.463,0.15,1.42,141.08,1 cup,5,0.054,0.39,25,95,276,4,0.53,234,12,0,0.12,0,0.1,0.4
CORN,CORN SWEET YELLOW RAW,11167,16,0.62,47,115,19.02,0,23,2.700000048,86,644,0,0.161,1.7,0.76,3.22,64,0,0.06,0.6,3.220000029,0.2,75.96,0.347,0.559,0.182,1.18,154,1 cup,2,0.054,0.52,37,89,270,15,0.45,187,9,0,0.055,6.8,0.07,0.3
CORN,CORN SWT YEL CANNED WHL KERNEL DRND SOL,11172,0,0.92,22,11,18.8,0,16,1.899999976,81,176,0,0.141,0.375,0.355,2.64,0,0,0.05,0.7,3.039999962,0.017,76.71,0.239,0.464,0.173,0.93,164,1 cup,5,0.053,0.72,15,48,135,298,0.37,45,2,0,0.065,0.7,0.07,0
CORN,CORN SWT WHITE CANNED WHL KERNEL DRND SOL,11905,0,0.87,1,1,18.59,0,22,2,81,40,0,0.173,1.197,0.666,2.62,0,0,0.078,0.7,2.400000095,0.033,76.92,0.292,0.471,0.154,1,164,1 cup,5,0.058,0.86,20,65,195,323,0.39,1,0,0,0.047,8.5,0.07,0.3
